source_file	inc_type	Protein id	Contig id	Start	Stop	Strand	Element symbol	Element name	Scope	Type	Subtype	Class	Subclass	Method	Target length	Reference sequence length	% Coverage of reference	% Identity to reference	Alignment length	Closest reference accession	Closest reference name	HMM accession	HMM description
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	26851	29316	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	94.53	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	31300	33114	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	EXACTX	605	605	100.00	100.00	605	CAA58525.1	multicopper oxidase PcoA	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	33123	34010	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	EXACTX	296	296	100.00	100.00	296	CAA58526.1	copper-binding protein PcoB	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	34053	34430	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.00	100.00	126	CAA58527.1	copper resistance system metallochaperone PcoC	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	34438	35364	+	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.00	99.68	309	CAA58528.1	copper resistance inner membrane protein PcoD	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	35422	36099	+	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.00	100.00	226	CAA58529.1	copper response regulator transcription factor PcoR	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	36099	37496	+	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.00	99.14	466	CAA58530.1	copper resistance membrane spanning protein PcoS	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	37716	38147	+	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTX	144	144	100.00	94.44	144	CAA58532.1	copper resistance system metallochaperone PcoE	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	46189	46611	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	EXACTX	141	141	100.00	100.00	141	BAA24824.1	glutaredoxin-dependent arsenate reductase	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	46627	47913	-	arsB	arsenite efflux transporter membrane subunit ArsB	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	429	429	100.00	100.00	429	BAA24823.1	arsenite efflux transporter membrane subunit ArsB	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	47964	49712	-	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	583	583	100.00	100.00	583	BAA24822.1	arsenite efflux transporter ATPase subunit ArsA	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	49733	50092	-	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.00	90.83	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	50145	50492	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTX	116	116	100.00	100.00	116	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	59947	62733	-	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTX	929	949	97.89	99.25	929	ASF80763.1	heat shock survival AAA family ATPase ClpK	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	62851	63417	-	hsp20	small heat shock protein sHSP20	plus	STRESS	HEAT	NA	NA	EXACTX	189	189	100.00	100.00	189	CDY80020.1	small heat shock protein sHSP20	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	79953	81149	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	84559	84999	-	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIALX	147	210	70.00	100.00	147	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	85140	85967	-	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	276	276	100.00	100.00	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	86101	86652	-	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.00	100.00	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	90204	91076	-	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	93898	94755	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	101024	102259	-	mrx(A)	phosphorylated macrolide efflux MFS transporter Mrx(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTX	412	412	100.00	100.00	412	WP_000004159.1	phosphorylated macrolide efflux MFS transporter Mrx(A)	NA	NA
RefSeq_NZ_CP100107.1	IncFII	NA	RefSeq_NZ_CP100107.1	102259	103161	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTX	301	301	100.00	100.00	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NA	NA
RefSeq_NZ_CP100108.1	IncFII	NA	RefSeq_NZ_CP100108.1	12859	13290	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
RefSeq_NZ_CP100108.1	IncFII	NA	RefSeq_NZ_CP100108.1	13362	13709	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
RefSeq_NZ_CP100108.1	IncFII	NA	RefSeq_NZ_CP100108.1	13726	13998	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
RefSeq_NZ_CP100108.1	IncFII	NA	RefSeq_NZ_CP100108.1	14037	14456	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
RefSeq_NZ_CP100108.1	IncFII	NA	RefSeq_NZ_CP100108.1	21508	22386	+	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.00	100.00	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	NA	NA
RefSeq_NZ_CP100109.1	IncFII	NA	RefSeq_NZ_CP100109.1	36048	36701	-	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.00	100.00	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	NA	NA
RefSeq_NZ_CP100109.1	IncFII	NA	RefSeq_NZ_CP100109.1	38301	39155	-	blaLAP-2	class A beta-lactamase LAP-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	285	285	100.00	100.00	285	WP_012477595.1	class A beta-lactamase LAP-2	NA	NA
RefSeq_NZ_CP100109.1	IncFII	NA	RefSeq_NZ_CP100109.1	43534	44730	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NZ_CP100109.1	IncFII	NA	RefSeq_NZ_CP100109.1	46515	47153	-	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	213	213	100.00	100.00	213	WP_001011939.1	type A-2 chloramphenicol O-acetyltransferase CatII	NA	NA
RefSeq_NZ_CP100109.1	IncFII	NA	RefSeq_NZ_CP100109.1	52449	53261	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
RefSeq_NZ_CP100109.1	IncFII	NA	RefSeq_NZ_CP100109.1	57804	58274	-	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	16871	17299	-	silE	silver-binding protein SilE	plus	STRESS	METAL	SILVER	SILVER	BLASTX	143	143	100.00	91.61	143	AAD11743.1	silver-binding protein SilE	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	17553	19025	-	silS	copper/silver sensor histidine kinase SilS	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	491	491	100.00	100.00	491	SPD96882.1	copper/silver sensor histidine kinase SilS	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	19021	19698	-	silR	copper/silver response regulator transcription factor SilR	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	226	226	100.00	100.00	226	SPD96883.1	copper/silver response regulator transcription factor SilR	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	19888	21270	+	silC	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	EXACTX	461	461	100.00	100.00	461	SPD96884.1	Cu(+)/Ag(+) efflux RND transporter outer membrane channel SilC	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	21302	21652	+	silF	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	117	117	100.00	99.15	117	KGL71342.1	Cu(+)/Ag(+) efflux RND transporter periplasmic metallochaperone SilF	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	21769	23058	+	silB	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	430	430	100.00	97.67	430	AAD11748.1	Cu(+)/Ag(+) efflux RND transporter periplasmic adaptor subunit SilB	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	23072	26215	+	silA	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	plus	STRESS	METAL	COPPER/SILVER	COPPER/SILVER	BLASTX	1048	1048	100.00	98.85	1048	AAD11749.1	Cu(+)/Ag(+) efflux RND transporter permease subunit SilA	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	26851	29316	+	silP	Ag(+)-translocating P-type ATPase SilP	plus	STRESS	METAL	SILVER	SILVER	BLASTX	822	824	99.64	94.53	823	AAD11750.1	Ag(+)-translocating P-type ATPase SilP	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	31300	33114	+	pcoA	multicopper oxidase PcoA	plus	STRESS	METAL	COPPER	COPPER	EXACTX	605	605	100.00	100.00	605	CAA58525.1	multicopper oxidase PcoA	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	33123	34010	+	pcoB	copper-binding protein PcoB	plus	STRESS	METAL	COPPER	COPPER	EXACTX	296	296	100.00	100.00	296	CAA58526.1	copper-binding protein PcoB	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	34053	34430	+	pcoC	copper resistance system metallochaperone PcoC	plus	STRESS	METAL	COPPER	COPPER	EXACTX	126	126	100.00	100.00	126	CAA58527.1	copper resistance system metallochaperone PcoC	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	34438	35364	+	pcoD	copper resistance inner membrane protein PcoD	plus	STRESS	METAL	COPPER	COPPER	BLASTX	309	309	100.00	99.68	309	CAA58528.1	copper resistance inner membrane protein PcoD	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	35422	36099	+	pcoR	copper response regulator transcription factor PcoR	plus	STRESS	METAL	COPPER	COPPER	EXACTX	226	226	100.00	100.00	226	CAA58529.1	copper response regulator transcription factor PcoR	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	36099	37496	+	pcoS	copper resistance membrane spanning protein PcoS	plus	STRESS	METAL	COPPER	COPPER	BLASTX	466	466	100.00	99.14	466	CAA58530.1	copper resistance membrane spanning protein PcoS	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	37716	38147	+	pcoE	copper resistance system metallochaperone PcoE	plus	STRESS	METAL	COPPER	COPPER	BLASTX	144	144	100.00	94.44	144	CAA58532.1	copper resistance system metallochaperone PcoE	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	46189	46611	-	arsC	glutaredoxin-dependent arsenate reductase	plus	STRESS	METAL	ARSENIC	ARSENATE	EXACTX	141	141	100.00	100.00	141	BAA24824.1	glutaredoxin-dependent arsenate reductase	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	46627	47913	-	arsB	arsenite efflux transporter membrane subunit ArsB	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	429	429	100.00	100.00	429	BAA24823.1	arsenite efflux transporter membrane subunit ArsB	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	47964	49712	-	arsA	arsenite efflux transporter ATPase subunit ArsA	plus	STRESS	METAL	ARSENIC	ARSENITE	EXACTX	583	583	100.00	100.00	583	BAA24822.1	arsenite efflux transporter ATPase subunit ArsA	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	49733	50092	-	arsD	arsenite efflux transporter metallochaperone ArsD	plus	STRESS	METAL	ARSENIC	ARSENITE	BLASTX	120	120	100.00	90.83	120	AAB09625.1	arsenite efflux transporter metallochaperone ArsD	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	50145	50492	-	arsR	As(III)-sensing metalloregulatory transcriptional repressor ArsR	plus	STRESS	METAL	ARSENIC	ARSENIC	EXACTX	116	116	100.00	100.00	116	AET17094.1	As(III)-sensing metalloregulatory transcriptional repressor ArsR	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	59947	62733	-	clpK	heat shock survival AAA family ATPase ClpK	plus	STRESS	HEAT	NA	NA	BLASTX	929	949	97.89	99.25	929	ASF80763.1	heat shock survival AAA family ATPase ClpK	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	62851	63417	-	hsp20	small heat shock protein sHSP20	plus	STRESS	HEAT	NA	NA	EXACTX	189	189	100.00	100.00	189	CDY80020.1	small heat shock protein sHSP20	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	79953	81149	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	84559	84999	-	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	PARTIALX	147	210	70.00	100.00	147	WP_000186237.1	type B-3 chloramphenicol O-acetyltransferase CatB3	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	85140	85967	-	blaOXA-1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	276	276	100.00	100.00	276	WP_001334766.1	oxacillin-hydrolyzing class D beta-lactamase OXA-1	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	86101	86652	-	aac(6')-Ib-cr5	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	core	AMR	AMR	AMINOGLYCOSIDE/QUINOLONE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN	ALLELEX	184	184	100.00	100.00	184	WP_063840321.1	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr5	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	90204	91076	-	blaCTX-M-15	extended-spectrum class A beta-lactamase CTX-M-15	core	AMR	AMR	BETA-LACTAM	CEPHALOSPORIN	ALLELEX	291	291	100.00	100.00	291	WP_000239590.1	extended-spectrum class A beta-lactamase CTX-M-15	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	93898	94755	+	blaTEM-1	broad-spectrum class A beta-lactamase TEM-1	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	286	286	100.00	100.00	286	WP_000027057.1	broad-spectrum class A beta-lactamase TEM-1	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	101024	102259	-	mrx(A)	phosphorylated macrolide efflux MFS transporter Mrx(A)	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTX	412	412	100.00	100.00	412	WP_000004159.1	phosphorylated macrolide efflux MFS transporter Mrx(A)	NA	NA
RefSeq_NZ_CP100111.1	IncFII	NA	RefSeq_NZ_CP100111.1	102259	103161	-	mph(A)	Mph(A) family macrolide 2'-phosphotransferase	core	AMR	AMR	MACROLIDE	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN	EXACTX	301	301	100.00	100.00	301	WP_000219391.1	Mph(A) family macrolide 2'-phosphotransferase	NA	NA
RefSeq_NZ_CP100112.1	IncFII	NA	RefSeq_NZ_CP100112.1	12859	13290	-	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
RefSeq_NZ_CP100112.1	IncFII	NA	RefSeq_NZ_CP100112.1	13362	13709	+	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
RefSeq_NZ_CP100112.1	IncFII	NA	RefSeq_NZ_CP100112.1	13726	13998	+	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
RefSeq_NZ_CP100112.1	IncFII	NA	RefSeq_NZ_CP100112.1	14037	14456	+	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
RefSeq_NZ_CP100112.1	IncFII	NA	RefSeq_NZ_CP100112.1	21508	22386	+	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.00	100.00	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	NA	NA
RefSeq_NZ_CP100113.1	IncFII	NA	RefSeq_NZ_CP100113.1	25483	26136	-	qnrS1	quinolone resistance pentapeptide repeat protein QnrS1	core	AMR	AMR	QUINOLONE	QUINOLONE	ALLELEX	218	218	100.00	100.00	218	WP_001516695.1	quinolone resistance pentapeptide repeat protein QnrS1	NA	NA
RefSeq_NZ_CP100113.1	IncFII	NA	RefSeq_NZ_CP100113.1	27736	28590	-	blaLAP-2	class A beta-lactamase LAP-2	core	AMR	AMR	BETA-LACTAM	BETA-LACTAM	ALLELEX	285	285	100.00	100.00	285	WP_012477595.1	class A beta-lactamase LAP-2	NA	NA
RefSeq_NZ_CP100113.1	IncFII	NA	RefSeq_NZ_CP100113.1	32969	34165	-	tet(A)	tetracycline efflux MFS transporter Tet(A)	core	AMR	AMR	TETRACYCLINE	TETRACYCLINE	EXACTX	399	399	100.00	100.00	399	WP_000804064.1	tetracycline efflux MFS transporter Tet(A)	NA	NA
RefSeq_NZ_CP100113.1	IncFII	NA	RefSeq_NZ_CP100113.1	35950	36588	-	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	213	213	100.00	100.00	213	WP_001011939.1	type A-2 chloramphenicol O-acetyltransferase CatII	NA	NA
RefSeq_NZ_CP100113.1	IncFII	NA	RefSeq_NZ_CP100113.1	41884	42696	-	sul2	sulfonamide-resistant dihydropteroate synthase Sul2	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	271	271	100.00	100.00	271	WP_001043260.1	sulfonamide-resistant dihydropteroate synthase Sul2	NA	NA
RefSeq_NZ_CP100113.1	IncFII	NA	RefSeq_NZ_CP100113.1	47239	47709	-	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	157	157	100.00	100.00	157	WP_004201280.1	trimethoprim-resistant dihydrofolate reductase DfrA14	NA	NA
RefSeq_NZ_CP100115.1	IncFII	NA	RefSeq_NZ_CP100115.1	53286	54164	-	blaKPC-2	carbapenem-hydrolyzing class A beta-lactamase KPC-2	core	AMR	AMR	BETA-LACTAM	CARBAPENEM	ALLELEX	293	293	100.00	100.00	293	WP_004199234.1	carbapenem-hydrolyzing class A beta-lactamase KPC-2	NA	NA
RefSeq_NZ_CP100115.1	IncFII	NA	RefSeq_NZ_CP100115.1	61216	61635	-	merC	organomercurial transporter MerC	plus	STRESS	METAL	MERCURY	ORGANOMERCURY	EXACTX	140	140	100.00	100.00	140	AAC33908.1	organomercurial transporter MerC	NA	NA
RefSeq_NZ_CP100115.1	IncFII	NA	RefSeq_NZ_CP100115.1	61674	61946	-	merP	mercury resistance system periplasmic binding protein MerP	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	91	91	100.00	90.11	91	AAC38219.1	mercury resistance system periplasmic binding protein MerP	NA	NA
RefSeq_NZ_CP100115.1	IncFII	NA	RefSeq_NZ_CP100115.1	61963	62310	-	merT	mercuric transport protein MerT	plus	STRESS	METAL	MERCURY	MERCURY	EXACTX	116	116	100.00	100.00	116	AAB59075.1	mercuric transport protein MerT	NA	NA
RefSeq_NZ_CP100115.1	IncFII	NA	RefSeq_NZ_CP100115.1	62382	62813	+	merR	mercury resistance transcriptional regulator MerR	plus	STRESS	METAL	MERCURY	MERCURY	BLASTX	144	144	100.00	93.75	144	CAA77320.1	mercury resistance transcriptional regulator MerR	NA	NA
RefSeq_NZ_CP100115.1	IncFII	NA	RefSeq_NZ_CP100115.1	64484	65320	-	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	core	AMR	AMR	SULFONAMIDE	SULFONAMIDE	EXACTX	279	279	100.00	100.00	279	WP_000259031.1	sulfonamide-resistant dihydropteroate synthase Sul1	NA	NA
RefSeq_NZ_CP100115.1	IncFII	NA	RefSeq_NZ_CP100115.1	65317	65661	-	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1	core	STRESS	BIOCIDE	QUATERNARY AMMONIUM	QUATERNARY AMMONIUM	ALLELEX	115	115	100.00	100.00	115	WP_000679427.1	quaternary ammonium compound efflux SMR transporter QacE delta 1	NA	NA
RefSeq_NZ_CP100115.1	IncFII	NA	RefSeq_NZ_CP100115.1	65828	66616	-	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	core	AMR	AMR	AMINOGLYCOSIDE	STREPTOMYCIN	EXACTX	263	263	100.00	100.00	263	WP_001206356.1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	NA	NA
RefSeq_NZ_CP100115.1	IncFII	NA	RefSeq_NZ_CP100115.1	67027	67521	-	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	core	AMR	AMR	TRIMETHOPRIM	TRIMETHOPRIM	EXACTX	165	165	100.00	100.00	165	WP_001083725.1	trimethoprim-resistant dihydrofolate reductase DfrA12	NA	NA
RefSeq_NZ_CP100115.1	IncFII	NA	RefSeq_NZ_CP100115.1	89219	89857	+	catA2	type A-2 chloramphenicol O-acetyltransferase CatII	core	AMR	AMR	PHENICOL	CHLORAMPHENICOL	EXACTX	213	213	100.00	100.00	213	WP_001011939.1	type A-2 chloramphenicol O-acetyltransferase CatII	NA	NA
