plasmid_id	inc_type	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F
RefSeq_NZ_CP138835.1	IncFII	62861	1.1.1.7.30.1795	1	1	1	7	30	1795
RefSeq_NZ_CP139371.1	IncFII	160253	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP139374.1	IncFII	104335	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP139380.1	IncFII	62120	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP139383.1	IncFII	69988	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP139389.1	IncFII	105069	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP139391.1	IncFII	61717	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP139397.1	IncFII	110952	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP139401.1	IncFII	180926	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP139402.1	IncFII	104961	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP139410.1	IncFII	93450	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP139412.1	IncFII	128919	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP139415.1	IncFII	94042	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP139489.1	IncFII	166057	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP139499.1	IncFII	191880	1.1.1.7.30.1233	1	1	1	7	30	1233
RefSeq_NZ_CP139747.1	IncFII	93924	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_CP139785.1	IncFII	208561	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP139795.1	IncFII	116100	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP139856.1	IncFII	67017	1.1.1.7.30.1603	1	1	1	7	30	1603
RefSeq_NZ_CP139936.1	IncFII	167501	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP140258.1	IncFII	190653	1.1.1.7.30.1293	1	1	1	7	30	1293
RefSeq_NZ_CP140290.1	IncFII	246468	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP140428.1	IncFII	30680	1.1.1.7.30.87	1	1	1	7	30	87
RefSeq_NZ_CP140491.1	IncFII	65010	1.1.1.7.30.901	1	1	1	7	30	901
RefSeq_NZ_CP140496.1	IncFII	30680	1.1.1.7.30.112	1	1	1	7	30	112
RefSeq_NZ_CP140500.1	IncFII	225324	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP140505.1	IncFII	106301	1.1.1.7.30.1648	1	1	1	7	30	1648
RefSeq_NZ_CP140520.1	IncFII	95924	1.1.1.7.30.485	1	1	1	7	30	485
RefSeq_NZ_CP140747.1	IncFII	67705	1.1.1.7.30.96	1	1	1	7	30	96
RefSeq_NZ_CP140763.1	IncFII	101185	1.1.1.7.30.1223	1	1	1	7	30	1223
RefSeq_NZ_CP140765.1	IncFII	72637	1.1.1.7.30.1135	1	1	1	7	30	1135
RefSeq_NZ_CP140768.1	IncFII	101185	1.1.1.7.30.1223	1	1	1	7	30	1223
RefSeq_NZ_CP140770.1	IncFII	72637	1.1.1.7.30.1135	1	1	1	7	30	1135
RefSeq_NZ_CP140973.1	IncFII	104454	1.1.1.7.30.920	1	1	1	7	30	920
RefSeq_NZ_CP141068.1	IncFII	93804	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP141070.1	IncFII	120635	1.1.1.7.30.1503	1	1	1	7	30	1503
RefSeq_NZ_CP141078.1	IncFII	161809	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP141081.1	IncFII	134237	1.1.1.7.30.1166	1	1	1	7	30	1166
RefSeq_NZ_CP141082.1	IncFII	127487	1.1.1.7.30.1719	1	1	1	7	30	1719
RefSeq_NZ_CP141094.1	IncFII	72337	1.1.1.7.30.801	1	1	1	7	30	801
RefSeq_NZ_CP141206.1	IncFII	106723	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP141219.1	IncFII	105948	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_CP141542.1	IncFII	202151	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP141555.1	IncFII	246730	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP141566.1	IncFII	246729	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP141580.1	IncFII	246732	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP141602.1	IncFII	149114	1.1.1.7.30.1330	1	1	1	7	30	1330
RefSeq_NZ_CP141603.1	IncFII	84876	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP141626.1	IncFII	217359	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP141628.1	IncFII	49884	1.1.1.7.30.732	1	1	1	7	30	732
RefSeq_NZ_CP141649.1	IncFII	60255	1.1.1.7.30.720	1	1	1	7	30	720
RefSeq_NZ_CP141660.1	IncFII	137021	1.1.1.7.30.1348	1	1	1	7	30	1348
RefSeq_NZ_CP141664.1	IncFII	113656	1.1.1.7.30.1264	1	1	1	7	30	1264
RefSeq_NZ_CP141668.1	IncFII	131177	1.1.1.7.30.1330	1	1	1	7	30	1330
RefSeq_NZ_CP141669.1	IncFII	84876	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP141673.1	IncFII	218412	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP141782.1	IncFII	97707	1.1.1.7.30.1470	1	1	1	7	30	1470
RefSeq_NZ_CP141783.1	IncFII	84876	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP141802.1	IncFII	158371	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP141856.1	IncFII	184511	1.1.1.7.30.1473	1	1	1	7	30	1473
RefSeq_NZ_CP141858.1	IncFII	165917	1.1.1.7.30.1064	1	1	1	7	30	1064
RefSeq_NZ_CP141898.1	IncFII	90373	1.1.1.7.30.883	1	1	1	7	30	883
RefSeq_NZ_CP141989.1	IncFII	100141	1.1.1.7.30.1468	1	1	1	7	30	1468
RefSeq_NZ_CP142385.1	IncFII	65090	1.1.1.7.30.1110	1	1	1	7	30	1110
RefSeq_NZ_CP142387.1	IncFII	357849	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP142388.1	IncFII	272090	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP142389.1	IncFII	168024	1.1.1.7.30.1330	1	1	1	7	30	1330
RefSeq_NZ_CP142405.1	IncFII	153360	1.1.1.7.30.994	1	1	1	7	30	994
RefSeq_NZ_CP142406.1	IncFII	88431	1.1.1.7.30.395	1	1	1	7	30	395
RefSeq_NZ_CP142693.1	IncFII	134670	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP142694.1	IncFII	81332	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_CP142900.1	IncFII	116874	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP142901.1	IncFII	237182	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP142905.1	IncFII	197775	1.1.1.7.30.1069	1	1	1	7	30	1069
RefSeq_NZ_CP142911.1	IncFII	317768	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP142916.1	IncFII	142988	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_CP142920.1	IncFII	120124	1.1.1.7.30.1455	1	1	1	7	30	1455
RefSeq_NZ_CP142954.1	IncFII	137130	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP142966.1	IncFII	134096	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_CP142973.1	IncFII	213635	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP142975.1	IncFII	74099	1.1.1.7.30.454	1	1	1	7	30	454
RefSeq_NZ_CP142987.1	IncFII	100033	1.1.1.7.30.1247	1	1	1	7	30	1247
RefSeq_NZ_CP142990.1	IncFII	237759	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP142997.1	IncFII	102074	1.1.1.7.30.1247	1	1	1	7	30	1247
RefSeq_NZ_CP143000.1	IncFII	104872	1.1.1.7.30.1247	1	1	1	7	30	1247
RefSeq_NZ_CP143002.1	IncFII	112415	1.1.1.7.30.1271	1	1	1	7	30	1271
RefSeq_NZ_CP143003.1	IncFII	163044	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP143006.1	IncFII	190019	1.1.1.7.30.994	1	1	1	7	30	994
RefSeq_NZ_CP143097.1	IncFII	142342	1.1.1.7.30.1203	1	1	1	7	30	1203
RefSeq_NZ_CP143282.1	IncFII	248177	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP143301.1	IncFII	124624	1.1.1.7.30.1576	1	1	1	7	30	1576
RefSeq_NZ_CP143302.1	IncFII	83020	1.1.1.7.30.1135	1	1	1	7	30	1135
RefSeq_NZ_CP143401.1	IncFII	108107	1.1.1.7.30.2111	1	1	1	7	30	2111
RefSeq_NZ_CP143508.1	IncFII	301425	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_CP143509.1	IncFII	123343	1.1.1.7.30.1045	1	1	1	7	30	1045
RefSeq_NZ_CP143911.1	IncFII	142684	1.1.1.7.30.1229	1	1	1	7	30	1229
RefSeq_NZ_CP143921.1	IncFII	142685	1.1.1.7.30.1229	1	1	1	7	30	1229
RefSeq_NZ_CP144139.1	IncFII	92096	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP144305.1	IncFII	132750	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_CP144318.1	IncFII	102107	1.1.1.7.30.1271	1	1	1	7	30	1271
RefSeq_NZ_FO834904.1	IncFII	95087	1.1.1.7.30.1019	1	1	1	7	30	1019
RefSeq_NZ_FR997880.1	IncFII	113640	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_HF969016.1	IncFII	93046	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_HG941719.1	IncFII	135602	1.1.1.7.30.1166	1	1	1	7	30	1166
RefSeq_NZ_HG969995.1	IncFII	113642	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_HG969996.1	IncFII	98184	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_HG969997.1	IncFII	114173	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_HG969998.1	IncFII	103164	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_HG970000.1	IncFII	59372	1.1.1.7.30.765	1	1	1	7	30	765
RefSeq_NZ_HG970001.1	IncFII	88350	1.1.1.7.30.327	1	1	1	7	30	327
RefSeq_NZ_JAAALI010000010.1	IncFII	158410	1.1.1.7.30.1096	1	1	1	7	30	1096
RefSeq_NZ_JAAQFN010000035.1	IncFII	23068	1.1.1.7.30.150	1	1	1	7	30	150
RefSeq_NZ_JAAUVL010000001.1	IncFII	127621	1.1.1.7.30.908	1	1	1	7	30	908
RefSeq_NZ_JABENA010000003.1	IncFII	248751	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JABSUB010000002.1	IncFII	76602	1.1.1.7.30.1100	1	1	1	7	30	1100
RefSeq_NZ_JABWHZ010000057.1	IncFII	139873	1.1.1.7.30.1173	1	1	1	7	30	1173
RefSeq_NZ_JABXOW010000012.1	IncFII	152896	1.1.1.7.30.1203	1	1	1	7	30	1203
RefSeq_NZ_JABXPA010000002.1	IncFII	264400	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JABXPA010000003.1	IncFII	96966	1.1.1.7.30.1300	1	1	1	7	30	1300
RefSeq_NZ_JABXPC010000005.1	IncFII	150104	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JABXPE010000002.1	IncFII	159015	1.1.1.7.30.1015	1	1	1	7	30	1015
RefSeq_NZ_JABXPR010000005.1	IncFII	98395	1.1.1.7.30.921	1	1	1	7	30	921
RefSeq_NZ_JABXPS010000002.1	IncFII	203026	1.1.1.7.30.1184	1	1	1	7	30	1184
RefSeq_NZ_JABXPS010000003.1	IncFII	112331	1.1.1.7.30.1053	1	1	1	7	30	1053
RefSeq_NZ_JABXPX010000002.1	IncFII	124225	1.1.1.7.30.1702	1	1	1	7	30	1702
RefSeq_NZ_JABXQG010000002.1	IncFII	119060	1.1.1.7.30.877	1	1	1	7	30	877
RefSeq_NZ_JABXQN010000004.1	IncFII	70794	1.1.1.7.30.1036	1	1	1	7	30	1036
RefSeq_NZ_JABXQO010000003.1	IncFII	70794	1.1.1.7.30.1036	1	1	1	7	30	1036
RefSeq_NZ_JABXQS010000003.1	IncFII	124557	1.1.1.7.30.1475	1	1	1	7	30	1475
RefSeq_NZ_JABXQY010000003.1	IncFII	218948	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JABXQY010000004.1	IncFII	115072	1.1.1.7.30.1191	1	1	1	7	30	1191
RefSeq_NZ_JABXQY010000005.1	IncFII	113294	1.1.1.7.30.1034	1	1	1	7	30	1034
RefSeq_NZ_JABXRA010000003.1	IncFII	227625	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JABXRL010000003.1	IncFII	113845	1.1.1.7.30.981	1	1	1	7	30	981
RefSeq_NZ_JABXRN010000002.1	IncFII	208049	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JABXRN010000004.1	IncFII	110640	1.1.1.7.30.1034	1	1	1	7	30	1034
RefSeq_NZ_JABXRP010000005.1	IncFII	76046	1.1.1.7.30.516	1	1	1	7	30	516
RefSeq_NZ_JABXRQ010000003.1	IncFII	120084	1.1.1.7.30.1371	1	1	1	7	30	1371
RefSeq_NZ_JABXRQ010000004.1	IncFII	112301	1.1.1.7.30.967	1	1	1	7	30	967
RefSeq_NZ_JABXRS010000002.1	IncFII	199484	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JABXRS010000004.1	IncFII	112301	1.1.1.7.30.967	1	1	1	7	30	967
RefSeq_NZ_JABXRW010000002.1	IncFII	173875	1.1.1.7.30.1127	1	1	1	7	30	1127
RefSeq_NZ_JACEFN010000048.1	IncFII	10445	1.1.1.7.18.27	1	1	1	7	18	27
RefSeq_NZ_JACEGM010000032.1	IncFII	58347	1.1.1.7.30.325	1	1	1	7	30	325
RefSeq_NZ_JACGBK010000028.1	IncFII	63047	1.1.1.7.30.1110	1	1	1	7	30	1110
RefSeq_NZ_JACGBN010000028.1	IncFII	63047	1.1.1.7.30.1110	1	1	1	7	30	1110
RefSeq_NZ_JACGBZ010000013.1	IncFII	59014	1.1.1.7.30.1110	1	1	1	7	30	1110
RefSeq_NZ_JACGCB010000011.1	IncFII	112584	1.1.1.7.30.1003	1	1	1	7	30	1003
RefSeq_NZ_JACGFX010000010.1	IncFII	44593	1.1.1.7.30.2097	1	1	1	7	30	2097
RefSeq_NZ_JACWMR010000036.1	IncFII	17850	1.1.1.7.30.2144	1	1	1	7	30	2144
RefSeq_NZ_JACWMR010000052.1	IncFII	3612	1.1.1.7.12.16	1	1	1	7	12	16
RefSeq_NZ_JACWMV010000021.1	IncFII	46199	1.1.1.7.30.2082	1	1	1	7	30	2082
RefSeq_NZ_JACXCD010000018.1	IncFII	80371	1.1.1.7.30.1638	1	1	1	7	30	1638
RefSeq_NZ_JACXCF010000027.1	IncFII	27020	1.1.1.7.30.156	1	1	1	7	30	156
RefSeq_NZ_JACXCF010000031.1	IncFII	17853	1.1.1.7.30.79	1	1	1	7	30	79
RefSeq_NZ_JACYGM010000010.1	IncFII	76613	1.1.1.7.30.1084	1	1	1	7	30	1084
RefSeq_NZ_JACYGN010000002.1	IncFII	76613	1.1.1.7.30.1084	1	1	1	7	30	1084
RefSeq_NZ_JACYGO010000002.1	IncFII	147143	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JACYGO010000004.1	IncFII	106709	1.1.1.7.30.787	1	1	1	7	30	787
RefSeq_NZ_JACYGP010000002.1	IncFII	147141	1.1.1.7.30.1260	1	1	1	7	30	1260
RefSeq_NZ_JACYGP010000009.1	IncFII	102823	1.1.1.7.30.787	1	1	1	7	30	787
RefSeq_NZ_JACYGQ010000002.1	IncFII	272695	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JACYGQ010000006.1	IncFII	125942	1.1.1.7.30.1248	1	1	1	7	30	1248
RefSeq_NZ_JACYGR010000003.1	IncFII	117025	1.1.1.7.30.1270	1	1	1	7	30	1270
RefSeq_NZ_JACZEH010000071.1	IncFII	42880	1.1.1.7.30.976	1	1	1	7	30	976
RefSeq_NZ_JADABR010000038.1	IncFII	91246	1.1.1.7.30.900	1	1	1	7	30	900
RefSeq_NZ_JADABS010000043.1	IncFII	91246	1.1.1.7.30.900	1	1	1	7	30	900
RefSeq_NZ_JADABT010000036.1	IncFII	91246	1.1.1.7.30.900	1	1	1	7	30	900
RefSeq_NZ_JADAJC010000041.1	IncFII	35810	1.1.1.7.30.392	1	1	1	7	30	392
RefSeq_NZ_JADAJD010000055.1	IncFII	35810	1.1.1.7.30.392	1	1	1	7	30	392
RefSeq_NZ_JADAJE010000044.1	IncFII	35810	1.1.1.7.30.392	1	1	1	7	30	392
RefSeq_NZ_JADAJF010000044.1	IncFII	35810	1.1.1.7.30.392	1	1	1	7	30	392
RefSeq_NZ_JADAJG010000043.1	IncFII	35810	1.1.1.7.30.392	1	1	1	7	30	392
RefSeq_NZ_JADAJK010000045.1	IncFII	35810	1.1.1.7.30.392	1	1	1	7	30	392
RefSeq_NZ_JADAJY010000053.1	IncFII	35810	1.1.1.7.30.392	1	1	1	7	30	392
RefSeq_NZ_JADPQD010000002.1	IncFII	126629	1.1.1.7.30.1271	1	1	1	7	30	1271
RefSeq_NZ_JADWDF010000079.1	IncFII	49645	1.1.1.7.30.326	1	1	1	7	30	326
RefSeq_NZ_JAENHY010000004.1	IncFII	147185	1.1.1.7.30.1313	1	1	1	7	30	1313
RefSeq_NZ_JAENHY010000006.1	IncFII	84379	1.1.1.7.30.1138	1	1	1	7	30	1138
RefSeq_NZ_JAFFIC010000003.1	IncFII	383246	1.1.1.7.30.758	1	1	1	7	30	758
RefSeq_NZ_JAFIQE010000004.1	IncFII	112215	1.1.1.7.30.1441	1	1	1	7	30	1441
RefSeq_NZ_JAFIQE010000007.1	IncFII	234612	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAFIQE010000009.1	IncFII	132939	1.1.1.7.30.1523	1	1	1	7	30	1523
RefSeq_NZ_JAFIQF010000003.1	IncFII	141443	1.1.1.7.30.726	1	1	1	7	30	726
RefSeq_NZ_JAFMTP010000039.1	IncFII	37980	1.1.1.7.30.2045	1	1	1	7	30	2045
RefSeq_NZ_JAGEVC010000002.1	IncFII	123206	1.1.1.7.30.1346	1	1	1	7	30	1346
RefSeq_NZ_JAGJVE010000023.1	IncFII	51920	1.1.1.7.30.1459	1	1	1	7	30	1459
RefSeq_NZ_JAGRZM010000019.1	IncFII	47909	1.1.1.7.30.393	1	1	1	7	30	393
RefSeq_NZ_JAGSXX010000005.1	IncFII	171570	1.1.1.7.30.1076	1	1	1	7	30	1076
RefSeq_NZ_JAGYXN010000026.1	IncFII	54937	1.1.1.7.30.902	1	1	1	7	30	902
RefSeq_NZ_JAGYXN010000032.1	IncFII	30807	1.1.1.7.30.112	1	1	1	7	30	112
RefSeq_NZ_JAHBNK010000002.1	IncFII	253380	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAHBNM010000003.1	IncFII	211805	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAHBNN010000002.1	IncFII	272849	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAHBNN010000003.1	IncFII	139182	1.1.1.7.30.1265	1	1	1	7	30	1265
RefSeq_NZ_JAHBNO010000003.1	IncFII	190288	1.1.1.7.30.1450	1	1	1	7	30	1450
RefSeq_NZ_JAHBNO010000005.1	IncFII	61780	1.1.1.7.30.1729	1	1	1	7	30	1729
RefSeq_NZ_JAHBNO010000007.1	IncFII	37843	1.1.1.7.30.128	1	1	1	7	30	128
RefSeq_NZ_JAHBNP010000002.1	IncFII	211957	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAHBNS010000002.1	IncFII	313446	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAHBNS010000003.1	IncFII	127726	1.1.1.7.30.1265	1	1	1	7	30	1265
RefSeq_NZ_JAHBNT010000002.1	IncFII	270930	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAHBNT010000003.1	IncFII	139182	1.1.1.7.30.1265	1	1	1	7	30	1265
RefSeq_NZ_JAHBNU010000004.1	IncFII	173778	1.1.1.7.30.1060	1	1	1	7	30	1060
RefSeq_NZ_JAHBNU010000006.1	IncFII	57558	1.1.1.7.30.1620	1	1	1	7	30	1620
RefSeq_NZ_JAHBNV010000002.1	IncFII	159986	1.1.1.7.30.1192	1	1	1	7	30	1192
RefSeq_NZ_JAHBOD010000005.1	IncFII	257426	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAHKSR010000002.1	IncFII	163850	1.1.1.7.30.1336	1	1	1	7	30	1336
RefSeq_NZ_JAHLXX010000036.1	IncFII	43707	1.1.1.7.30.2081	1	1	1	7	30	2081
RefSeq_NZ_JAHLYD010000021.1	IncFII	47119	1.1.1.7.30.1851	1	1	1	7	30	1851
RefSeq_NZ_JAHNEL010000016.1	IncFII	44912	1.1.1.7.30.833	1	1	1	7	30	833
RefSeq_NZ_JAHNEQ010000023.1	IncFII	25768	1.1.1.7.30.157	1	1	1	7	30	157
RefSeq_NZ_JAHNES010000017.1	IncFII	80289	1.1.1.7.30.1010	1	1	1	7	30	1010
RefSeq_NZ_JAHNES010000023.1	IncFII	28767	1.1.1.7.30.106	1	1	1	7	30	106
RefSeq_NZ_JAHPLH010000023.1	IncFII	27774	1.1.1.7.30.210	1	1	1	7	30	210
RefSeq_NZ_JAHPLH010000027.1	IncFII	17850	1.1.1.7.30.79	1	1	1	7	30	79
RefSeq_NZ_JAHPLH010000041.1	IncFII	3612	1.1.1.7.12.16	1	1	1	7	12	16
RefSeq_NZ_JAHPLI010000022.1	IncFII	27707	1.1.1.7.30.210	1	1	1	7	30	210
RefSeq_NZ_JAHPLI010000029.1	IncFII	17901	1.1.1.7.30.79	1	1	1	7	30	79
RefSeq_NZ_JAHPLL010000044.1	IncFII	10711	1.1.1.7.21.32	1	1	1	7	21	32
RefSeq_NZ_JAHQJO010000025.1	IncFII	68138	1.1.1.7.30.1009	1	1	1	7	30	1009
RefSeq_NZ_JAHQJP010000019.1	IncFII	76218	1.1.1.7.30.1565	1	1	1	7	30	1565
RefSeq_NZ_JAHQJQ010000011.1	IncFII	134017	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAHQXS010000196.1	IncFII	199761	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAHQXU010000164.1	IncFII	174632	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAHQXV010000118.1	IncFII	210953	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAHQYA010000341.1	IncFII	210953	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAHQYC010000118.1	IncFII	234595	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAHQYE010000153.1	IncFII	210953	1.1.1.7.30.1240	1	1	1	7	30	1240
RefSeq_NZ_JAHQYQ010000020.1	IncFII	78696	1.1.1.7.30.1211	1	1	1	7	30	1211
RefSeq_NZ_JAHQYS010000023.1	IncFII	76131	1.1.1.7.30.1652	1	1	1	7	30	1652
RefSeq_NZ_JAHQYU010000055.1	IncFII	10711	1.1.1.7.21.32	1	1	1	7	21	32
RefSeq_NZ_JAHSUB010000027.1	IncFII	67064	1.1.1.7.30.1749	1	1	1	7	30	1749
RefSeq_NZ_JAHSUC010000018.1	IncFII	104302	1.1.1.7.30.1198	1	1	1	7	30	1198
RefSeq_NZ_JAHZMD010000023.1	IncFII	58994	1.1.1.7.30.1626	1	1	1	7	30	1626
RefSeq_NZ_JAHZQX010000027.1	IncFII	20399	1.1.1.7.30.2140	1	1	1	7	30	2140
RefSeq_NZ_JAIELB010000003.1	IncFII	69155	1.1.1.7.30.1357	1	1	1	7	30	1357
RefSeq_NZ_JAIEWO010000024.1	IncFII	15052	1.1.1.7.35.2185	1	1	1	7	35	2185
RefSeq_NZ_JAIEWP010000025.1	IncFII	15053	1.1.1.7.34.2184	1	1	1	7	34	2184
RefSeq_NZ_JAIUIX010000042.1	IncFII	10711	1.1.1.7.26.45	1	1	1	7	26	45
RefSeq_NZ_JAIUIZ010000022.1	IncFII	91705	1.1.1.7.30.1647	1	1	1	7	30	1647
RefSeq_NZ_JAIUJA010000014.1	IncFII	100614	1.1.1.7.30.1215	1	1	1	7	30	1215
RefSeq_NZ_JAIUJD010000019.1	IncFII	91705	1.1.1.7.30.1699	1	1	1	7	30	1699
RefSeq_NZ_JAIZPO010000095.1	IncFII	43737	1.1.1.7.30.212	1	1	1	7	30	212
RefSeq_NZ_JAIZPP010000102.1	IncFII	20561	1.1.1.7.30.98	1	1	1	7	30	98
RefSeq_NZ_JAJAGC010000011.1	IncFII	68762	1.1.1.7.30.1091	1	1	1	7	30	1091
RefSeq_NZ_JAJGZE010000017.1	IncFII	95822	1.1.1.7.30.862	1	1	1	7	30	862
RefSeq_NZ_JAJIZO010000008.1	IncFII	75544	1.1.1.7.30.415	1	1	1	7	30	415
RefSeq_NZ_JAJIZO010000009.1	IncFII	51013	1.1.1.7.30.779	1	1	1	7	30	779
RefSeq_NZ_JAJPGK010000054.1	IncFII	58535	1.1.1.7.30.1009	1	1	1	7	30	1009
RefSeq_NZ_JAJPGL010000069.1	IncFII	29023	1.1.1.7.30.211	1	1	1	7	30	211
RefSeq_NZ_JAJQQO010000046.1	IncFII	28667	1.1.1.7.30.449	1	1	1	7	30	449
RefSeq_NZ_JAJQQO010000119.1	IncFII	81505	1.1.1.7.30.1099	1	1	1	7	30	1099
RefSeq_NZ_JAKJLH010000038.1	IncFII	14270	1.1.1.7.30.2165	1	1	1	7	30	2165
RefSeq_NZ_JAKJLM010000039.1	IncFII	30695	1.1.1.7.30.2042	1	1	1	7	30	2042
RefSeq_NZ_JAKJLN010000024.1	IncFII	25421	1.1.1.7.30.2015	1	1	1	7	30	2015
RefSeq_NZ_JAKJLO010000026.1	IncFII	29810	1.1.1.7.30.315	1	1	1	7	30	315
RefSeq_NZ_JAKJLP010000030.1	IncFII	29870	1.1.1.7.30.315	1	1	1	7	30	315
RefSeq_NZ_JAKKDF010000014.1	IncFII	100614	1.1.1.7.30.1215	1	1	1	7	30	1215
RefSeq_NZ_JAKRWQ010000002.1	IncFII	148393	1.1.1.7.30.398	1	1	1	7	30	398
RefSeq_NZ_JAKVTB010000015.1	IncFII	52611	1.1.1.7.30.1725	1	1	1	7	30	1725
RefSeq_NZ_JALEBJ010000025.1	IncFII	73176	1.1.1.7.30.498	1	1	1	7	30	498
