plasmid_id	inc_type	inc_confidence	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F	nn_distance	nn_training_id	source
NZ_CP035973.1	repEF_res	40.8	54371	1.1.3.42.14334.24533	1	1	3	42	14334	24533	0.017968	NZ_CP068125.1	reference
NZ_CP035975.1	repEF_conj	60.7	231973	1.1.3.42.118.24534	1	1	3	42	118	24534	0.007752	NZ_OM574793.1	reference
NZ_CP035976.1	repEF_conj	44.7	357042	1.1.3.42.118.24535	1	1	3	42	118	24535	0.006123	NZ_JAVRDK010000010.1	reference
NZ_CP035977.1	repEF_conj	100.0	10347	1.1.3.42.14335.24536	1	1	3	42	14335	24536	0.014791	NZ_CP008815.1	reference
NZ_CP035979.1	repEF_conj	61.3	6900	1.1.3.42.14336.24537	1	1	3	42	14336	24537	0.019839	NZ_CP008815.1	reference
NZ_CP035980.1	repEF_conj	39.2	33318	1.1.3.42.118.24538	1	1	3	42	118	24538	0.00922	NZ_CP085314.1	reference
NZ_CP035981.1	repEF_conj	100.0	63697	1.1.3.42.118.24539	1	1	3	42	118	24539	0.007469	NZ_CP019514.1	reference
NZ_CP035982.1	repEF_res	58.3	396505	1.1.3.42.118.24540	1	1	3	42	118	24540	0.007547	NZ_JAVRDK010000010.1	reference
NZ_CP035983.1	repEF_conj	59.8	7523	1.1.3.8933.14337.24541	1	1	3	8933	14337	24541	0.037487	NZ_CP038165.1	reference
NZ_CP035985.1	repEF_conj	39.2	33317	1.1.3.42.118.24542	1	1	3	42	118	24542	0.0092	NZ_CP085314.1	reference
NZ_CP035986.1	repEF_conj	60.7	511214	1.1.3.42.118.24543	1	1	3	42	118	24543	0.00799	NZ_CP085290.1	reference
NZ_CP035988.1	repEF_conj	100.0	65061	1.1.3.42.118.24544	1	1	3	42	118	24544	0.00634	NZ_CP019514.1	reference
NZ_CP035989.1	repSA_large	56.4	9479	1.1.3.42.14338.24545	1	1	3	42	14338	24545	0.011651	NZ_JAVRDK010000010.1	reference
NZ_CP035990.1	repSA_large	79.8	5263	1.1.3.8934.14339.24546	1	1	3	8934	14339	24546	0.029381	NZ_CP170786.1	reference
NZ_CP035991.1	repSA_large	100.0	2511	1.1.3.8935.14340.24547	1	1	3	8935	14340	24547	0.03153	NZ_CP151148.1	reference
NZ_CP035992.1	repSA_large	100.0	1865	1.1.3.8936.14341.24548	1	1	3	8936	14341	24548	0.03672	NC_013339.1	reference
NZ_CP035993.1	repSA_small	59.8	1806	1.1.3.8937.14342.24549	1	1	3	8937	14342	24549	0.040317	NZ_CP162464.1	reference
NZ_CP035995.1	repEF_conj	79.8	14792	1.1.3.8938.14343.24550	1	1	3	8938	14343	24550	0.022708	NZ_CP015517.1	reference
NZ_CP035996.1	repSA_large	79.7	538903	1.1.3.42.118.24551	1	1	3	42	118	24551	0.007421	NZ_CP085314.1	reference
NZ_CP035998.1	repEF_conj	61.1	481187	1.1.3.42.118.24552	1	1	3	42	118	24552	0.0079	NZ_CP085290.1	reference
NZ_CP036000.1	repEF_conj	59.1	54449	1.1.3.8939.14344.24553	1	1	3	8939	14344	24553	0.020593	NZ_AP019813.1	reference
NZ_CP036001.1	repEF_conj	61.0	225867	1.1.3.42.118.24554	1	1	3	42	118	24554	0.008793	NZ_JAVRDK010000010.1	reference
NZ_CP036002.1	repEF_res	58.8	374906	1.1.3.42.118.24555	1	1	3	42	118	24555	0.006823	NZ_OM574793.1	reference
NZ_CP036003.1	repEF_res	59.7	51943	1.1.3.42.14345.24556	1	1	3	42	14345	24556	0.015248	NZ_CP025078.1	reference
NZ_CP036005.1	repSA_large	37.7	9322	1.1.3.8940.14346.24557	1	1	3	8940	14346	24557	0.021412	NZ_CP068133.1	reference
NZ_CP036006.1	repEF_res	79.9	77113	1.1.3.42.118.24558	1	1	3	42	118	24558	0.009765	NZ_CP025078.1	reference
NZ_CP036007.1	repEF_conj	63.0	371005	1.1.3.42.118.24559	1	1	3	42	118	24559	0.006525	NZ_JAVRDK010000010.1	reference
NZ_CP036008.1	repSA_large	100.0	8128	1.1.3.42.14347.24560	1	1	3	42	14347	24560	0.018346	NZ_OZ282468.1	reference
NZ_CP036010.1	repSA_large	100.0	50285	1.1.3.42.118.24561	1	1	3	42	118	24561	0.005782	NZ_CP085314.1	reference
NZ_CP036011.1	repSA_large	61.3	75408	1.1.3.42.118.24562	1	1	3	42	118	24562	0.009178	NZ_CP026065.1	reference
NZ_CP036012.1	repEF_res	57.9	400360	1.1.3.42.118.24563	1	1	3	42	118	24563	0.007071	NZ_CP085290.1	reference
NZ_CP036013.1	repSA_large	56.5	9479	1.1.3.42.14348.24564	1	1	3	42	14348	24564	0.011622	NZ_JAVRDK010000010.1	reference
NZ_CP036015.1	repSA_large	80.5	10123	1.1.3.42.14349.24565	1	1	3	42	14349	24565	0.016212	NZ_JBROPS010000002.1	reference
NZ_CP036016.1	repSA_large	79.9	246340	1.1.3.42.118.24566	1	1	3	42	118	24566	0.006389	NZ_CP085314.1	reference
NZ_CP036018.1	repEF_conj	62.1	7927	1.1.3.42.14350.24567	1	1	3	42	14350	24567	0.017421	NZ_CP008815.1	reference
NZ_CP036019.1	repSA_large	100.0	37113	1.1.3.42.118.24568	1	1	3	42	118	24568	0.007889	NC_018965.1	reference
NZ_CP036020.1	repEF_res	60.2	123831	1.1.3.42.118.24569	1	1	3	42	118	24569	0.009572	NZ_CP114619.1	reference
NZ_CP036021.1	repEF_res	60.5	318875	1.1.3.42.118.24570	1	1	3	42	118	24570	0.007011	NZ_OM574793.1	reference
NZ_CP036022.1	repSA_large	77.5	9651	1.1.3.42.14351.24571	1	1	3	42	14351	24571	0.015053	NZ_JAVRDK010000010.1	reference
NZ_CP036024.1	repSA_large	56.9	52582	1.1.3.42.14352.24572	1	1	3	42	14352	24572	0.012912	NZ_JBJUSV010000006.1	reference
NZ_CP036025.1	repSA_large	41.9	479471	1.1.3.42.118.24573	1	1	3	42	118	24573	0.007423	NZ_CP085314.1	reference
NZ_CP036027.1	repEF_res	61.4	7631	1.1.3.8941.14353.24574	1	1	3	8941	14353	24574	0.037445	NZ_CP022486.1	reference
NZ_CP036028.1	repEF_conj	60.6	232193	1.1.3.42.118.24575	1	1	3	42	118	24575	0.007989	NZ_CP022484.1	reference
NZ_CP036029.1	repEF_res	41.1	7590	1.1.3.8942.14354.24576	1	1	3	8942	14354	24576	0.041515	NZ_CP038165.1	reference
NZ_CP036030.1	repSA_large	57.6	419002	1.1.3.42.118.24577	1	1	3	42	118	24577	0.006372	NZ_JAVRDK010000010.1	reference
NZ_CP036031.1	repEF_conj	59.5	5420	1.1.3.8943.14355.24578	1	1	3	8943	14355	24578	0.031707	NZ_CP068127.1	reference
NZ_CP036032.1	repEF_conj	61.6	65006	1.1.3.42.118.24579	1	1	3	42	118	24579	0.009932	NZ_JAVRDK010000010.1	reference
NZ_CP036033.1	repSA_large	57.8	11300	1.1.3.42.14356.24580	1	1	3	42	14356	24580	0.014586	NZ_JAVRDK010000010.1	reference
NZ_CP036035.1	repEF_conj	80.4	8013	1.1.3.42.14357.24581	1	1	3	42	14357	24581	0.015393	NZ_JAVRDK010000010.1	reference
NZ_CP036036.1	repEF_conj	100.0	8597	1.1.3.8944.14358.24582	1	1	3	8944	14358	24582	0.024915	NZ_CP068131.1	reference
NZ_CP036037.1	repEF_conj	62.3	92054	1.1.3.42.118.24583	1	1	3	42	118	24583	0.008217	NZ_JAVRDK010000010.1	reference
NZ_CP036038.1	repEF_conj	100.0	369824	1.1.3.42.118.24584	1	1	3	42	118	24584	0.007915	NZ_JAVRDK010000010.1	reference
NZ_CP036039.1	repEF_res	100.0	8039	1.1.3.8945.14359.24585	1	1	3	8945	14359	24585	0.030494	NZ_JBJUUI010000007.1	reference
NZ_CP036041.1	repEF_conj	61.1	481041	1.1.3.42.118.24586	1	1	3	42	118	24586	0.007905	NZ_CP085290.1	reference
NZ_CP036042.1	repEF_conj	41.2	53401	1.1.3.42.14360.24587	1	1	3	42	14360	24587	0.013827	NZ_CP102071.1	reference
NZ_CP036044.1	repSA_large	76.9	211646	1.1.3.42.118.24588	1	1	3	42	118	24588	0.006213	NZ_JAVRDK010000010.1	reference
NZ_CP036045.1	repEF_conj	59.4	437823	1.1.3.42.118.24589	1	1	3	42	118	24589	0.006904	NZ_CP065929.1	reference
NZ_CP036047.1	repEF_conj	61.3	6900	1.1.3.42.14361.24590	1	1	3	42	14361	24590	0.019839	NZ_CP008815.1	reference
NZ_CP036048.1	repEF_conj	39.2	33322	1.1.3.42.118.24591	1	1	3	42	118	24591	0.009206	NZ_CP085314.1	reference
NZ_CP036049.1	repEF_conj	100.0	63805	1.1.3.42.118.24592	1	1	3	42	118	24592	0.007547	NZ_CP019514.1	reference
NZ_CP036050.1	repEF_conj	60.5	396394	1.1.3.42.118.24593	1	1	3	42	118	24593	0.007533	NZ_JAVRDK010000010.1	reference
NZ_CP036051.1	repEF_res	80.2	7523	1.1.3.8946.14362.24594	1	1	3	8946	14362	24594	0.038163	NZ_CP018067.1	reference
NZ_CP036053.1	repSA_large	72.2	68230	1.1.3.42.118.24595	1	1	3	42	118	24595	0.007358	NZ_JAVRDK010000010.1	reference
NZ_CP036054.1	repSA_large	59.6	270706	1.1.3.42.118.24596	1	1	3	42	118	24596	0.007144	NZ_CP085290.1	reference
NZ_CP036055.1	repEF_conj	41.5	354632	1.1.3.42.118.24597	1	1	3	42	118	24597	0.007619	NZ_JAVRDK010000010.1	reference
NZ_CP036056.1	repSA_large	78.1	11254	1.1.3.42.14363.24598	1	1	3	42	14363	24598	0.014669	NZ_JAVRDK010000010.1	reference
NZ_CP036058.1	repSA_large	80.7	487389	1.1.3.42.118.24599	1	1	3	42	118	24599	0.007032	NZ_CP085314.1	reference
NZ_CP036059.1	repEF_res	58.0	87819	1.1.3.42.118.24600	1	1	3	42	118	24600	0.008949	NZ_OM574793.1	reference
NZ_CP036060.1	repSA_large	75.8	10379	1.1.3.42.14364.24601	1	1	3	42	14364	24601	0.013684	NZ_JAVRDK010000010.1	reference
NZ_CP036061.1	IncC	60.2	2953	1.317.2313.8947.14365.24602	1	317	2313	8947	14365	24602	0.115418	NZ_CP040039.1	reference
NZ_CP036062.1	repSA_large	100.0	1832	1.1.2314.8948.14366.24603	1	1	2314	8948	14366	24603	0.053337	NZ_CP170270.1	reference
NZ_CP036063.1	IncC	60.0	1615	1.1.2315.8949.14367.24604	1	1	2315	8949	14367	24604	0.097855	NZ_CP040039.1	reference
NZ_CP036065.1	repEF_conj	39.4	46669	1.1.3.42.14368.24605	1	1	3	42	14368	24605	0.017637	NZ_CP170281.1	reference
NZ_CP036066.1	repSA_large	38.3	9480	1.1.3.42.14369.24606	1	1	3	42	14369	24606	0.018868	NZ_CP008815.1	reference
NZ_CP036067.1	repEF_conj	40.8	207206	1.1.3.42.118.24607	1	1	3	42	118	24607	0.009397	NZ_JAVRDK010000010.1	reference
NZ_CP036068.1	repEF_conj	62.8	233674	1.1.3.42.118.24608	1	1	3	42	118	24608	0.008109	NZ_JAVRDK010000010.1	reference
NZ_CP036069.1	repSA_large	76.1	19880	1.1.3.42.14370.24609	1	1	3	42	14370	24609	0.016144	NZ_JAVRDK010000010.1	reference
NZ_CP036071.1	repEF_conj	60.7	79335	1.1.3.42.118.24610	1	1	3	42	118	24610	0.009812	NZ_JAVRDK010000010.1	reference
NZ_CP036072.1	repSA_large	78.6	536465	1.1.3.42.118.24611	1	1	3	42	118	24611	0.006489	NZ_JAVRDK010000010.1	reference
NZ_CP036074.1	repEF_conj	80.0	36057	1.1.3.42.14371.24612	1	1	3	42	14371	24612	0.013061	NZ_CP085290.1	reference
NZ_CP036075.1	repSA_large	78.9	9638	1.1.3.42.14372.24613	1	1	3	42	14372	24613	0.013587	NZ_CP068133.1	reference
NZ_CP036076.1	repEF_conj	61.2	198488	1.1.3.42.118.24614	1	1	3	42	118	24614	0.008015	NZ_OM574793.1	reference
NZ_CP036077.1	repEF_conj	59.4	16651	1.1.3.8950.14373.24615	1	1	3	8950	14373	24615	0.021143	NZ_AP019812.1	reference
NZ_CP036078.1	repEF_conj	81.4	12044	1.1.3.42.14374.24616	1	1	3	42	14374	24616	0.01561	NZ_JAVRDK010000010.1	reference
NZ_CP036079.1	repEF_conj	39.6	506603	1.1.3.42.118.24617	1	1	3	42	118	24617	0.008226	NZ_CP085314.1	reference
NZ_CP036080.1	repEF_conj	81.1	13386	1.1.3.42.14375.24618	1	1	3	42	14375	24618	0.011313	NZ_CP197317.1	reference
NZ_CP036081.1	repEF_conj	60.8	77756	1.1.3.42.118.24619	1	1	3	42	118	24619	0.008288	NZ_OM574793.1	reference
NZ_CP036082.1	repSA_large	80.1	11669	1.1.3.42.14376.24620	1	1	3	42	14376	24620	0.015541	NZ_CP170786.1	reference
NZ_CP036083.1	repEF_conj	59.0	48337	1.1.3.42.118.24621	1	1	3	42	118	24621	0.009641	NZ_CP022486.1	reference
NZ_CP036086.1	repEF_conj	62.2	205891	1.1.3.42.118.24622	1	1	3	42	118	24622	0.006502	NZ_CP085290.1	reference
NZ_CP036087.1	repEF_res	59.5	30759	1.1.3.8951.14377.24623	1	1	3	8951	14377	24623	0.02608	NZ_AP019812.1	reference
NZ_CP036088.1	repEF_conj	81.0	11239	1.1.3.8952.14378.24624	1	1	3	8952	14378	24624	0.023172	NZ_JAVRDK010000010.1	reference
NZ_CP036089.1	repSA_large	100.0	9412	1.1.3.42.14379.24625	1	1	3	42	14379	24625	0.013935	NZ_JBROPS010000002.1	reference
NZ_CP036091.1	repEF_conj	60.8	7469	1.1.3.42.14380.24626	1	1	3	42	14380	24626	0.017222	NZ_JAVRDK010000010.1	reference
NZ_CP036092.1	repEF_conj	62.3	277802	1.1.3.42.118.24627	1	1	3	42	118	24627	0.007123	NZ_JAVRDK010000010.1	reference
NZ_CP036093.1	repSA_large	76.9	439317	1.1.3.42.118.24628	1	1	3	42	118	24628	0.006914	NZ_JAVRDK010000010.1	reference
NZ_CP036095.1	repEF_conj	80.1	30113	1.1.3.42.14381.24629	1	1	3	42	14381	24629	0.012104	NZ_CP196013.1	reference
NZ_CP036096.1	repEF_conj	61.9	274778	1.1.3.42.118.24630	1	1	3	42	118	24630	0.006824	NZ_JAVRDK010000010.1	reference
NZ_CP036097.1	repSA_large	77.5	356088	1.1.3.42.118.24631	1	1	3	42	118	24631	0.007044	NZ_JAVRDK010000010.1	reference
NZ_CP036098.1	repSA_large	78.4	8913	1.1.3.42.14382.24632	1	1	3	42	14382	24632	0.018354	NZ_CP180167.1	reference
NZ_CP036100.1	repSA_large	80.2	508817	1.1.3.42.118.24633	1	1	3	42	118	24633	0.007161	NZ_CP085314.1	reference
NZ_CP036103.1	repEF_res	59.3	405965	1.1.3.42.118.24634	1	1	3	42	118	24634	0.006789	NZ_CP085290.1	reference
NZ_CP036104.1	repSA_large	61.4	247123	1.1.3.42.118.24635	1	1	3	42	118	24635	0.007234	NZ_CP085314.1	reference
NZ_CP036105.1	repEF_res	57.4	109920	1.1.3.42.118.24636	1	1	3	42	118	24636	0.007927	NZ_OM574793.1	reference
NZ_CP036106.1	repEF_conj	100.0	37394	1.1.3.42.14383.24637	1	1	3	42	14383	24637	0.014171	NZ_CP102071.1	reference
NZ_CP036107.1	repSA_large	100.0	10082	1.1.3.42.14384.24638	1	1	3	42	14384	24638	0.014554	NZ_MH587574.1	reference
NZ_CP036108.1	repEF_conj	61.5	9900	1.1.3.42.14385.24639	1	1	3	42	14385	24639	0.015787	NZ_CP008815.1	reference
NZ_CP036109.1	repSA_large	100.0	7168	1.1.3.42.14386.24640	1	1	3	42	14386	24640	0.01036	NZ_OZ282468.1	reference
NZ_CP036110.1	repSA_large	100.0	2741	1.1.3.42.14387.24641	1	1	3	42	14387	24641	0.019331	NZ_KY436022.1	reference
NZ_CP036112.1	repEF_conj	60.8	7469	1.1.3.42.14388.24642	1	1	3	42	14388	24642	0.017222	NZ_JAVRDK010000010.1	reference
NZ_CP036113.1	repEF_conj	62.1	277779	1.1.3.42.118.24643	1	1	3	42	118	24643	0.007163	NZ_JAVRDK010000010.1	reference
NZ_CP036114.1	repSA_large	76.9	439318	1.1.3.42.118.24644	1	1	3	42	118	24644	0.006911	NZ_JAVRDK010000010.1	reference
NZ_CP036115.1	repSA_large	80.2	9697	1.1.3.42.14389.24645	1	1	3	42	14389	24645	0.017403	NZ_CP130504.1	reference
NZ_CP036116.1	repEF_conj	60.9	124309	1.1.3.42.118.24646	1	1	3	42	118	24646	0.007343	NZ_OM574793.1	reference
NZ_CP036118.1	repSA_large	60.8	237265	1.1.3.42.118.24647	1	1	3	42	118	24647	0.007483	NZ_CP085314.1	reference
NZ_CP036119.1	repEF_res	58.2	334352	1.1.3.42.118.24648	1	1	3	42	118	24648	0.007251	NZ_CP085290.1	reference
NZ_CP036120.1	repSA_large	55.1	11818	1.1.3.42.14390.24649	1	1	3	42	14390	24649	0.017242	NZ_CP068133.1	reference
NZ_CP036122.1	repEF_conj	61.0	70690	1.1.3.42.118.24650	1	1	3	42	118	24650	0.00921	NZ_OM574793.1	reference
NZ_CP036123.1	repEF_conj	81.3	5939	1.1.3.8953.14391.24651	1	1	3	8953	14391	24651	0.03061	NZ_CP196013.1	reference
NZ_CP036124.1	repEF_res	60.3	139054	1.1.3.42.14392.24652	1	1	3	42	14392	24652	0.011313	NZ_CP085290.1	reference
NZ_CP036125.1	repEF_res	59.8	48338	1.1.3.42.118.24653	1	1	3	42	118	24653	0.009468	NZ_CP085290.1	reference
NZ_CP036126.1	repSA_large	57.9	17731	1.1.3.8954.14393.24654	1	1	3	8954	14393	24654	0.020588	NZ_JAVRDK010000010.1	reference
NZ_CP036127.1	repEF_res	57.0	192434	1.1.3.42.118.24655	1	1	3	42	118	24655	0.008213	NZ_OM574793.1	reference
NZ_CP036128.1	repEF_conj	79.2	34158	1.1.3.42.14394.24656	1	1	3	42	14394	24656	0.012346	NZ_JBTRAS010000002.1	reference
NZ_CP036129.1	repEF_conj	63.6	97153	1.1.3.42.118.24657	1	1	3	42	118	24657	0.008355	NZ_CP019514.1	reference
NZ_CP036130.1	repSA_large	100.0	11394	1.1.3.42.14395.24658	1	1	3	42	14395	24658	0.017353	NZ_CP162459.1	reference
NZ_CP036131.1	repEF_conj	61.8	73715	1.1.3.42.118.24659	1	1	3	42	118	24659	0.00869	NZ_OM574793.1	reference
NZ_CP036133.1	repSA_large	60.2	10034	1.1.3.42.14396.24660	1	1	3	42	14396	24660	0.016829	NZ_CP170269.1	reference
NZ_CP036134.1	repSA_large	58.5	52218	1.1.3.42.14397.24661	1	1	3	42	14397	24661	0.016027	NZ_JBJUSV010000006.1	reference
NZ_CP036135.1	repEF_conj	60.6	162314	1.1.3.42.118.24662	1	1	3	42	118	24662	0.008148	NZ_JAVRDK010000010.1	reference
NZ_CP036136.1	repEF_conj	80.2	4647	1.1.3.8955.14398.24663	1	1	3	8955	14398	24663	0.027642	NZ_CP075605.1	reference
NZ_CP036138.1	repSA_large	81.0	482275	1.1.3.42.118.24664	1	1	3	42	118	24664	0.00697	NZ_CP085314.1	reference
NZ_CP036139.1	repEF_res	79.9	136324	1.1.3.42.14399.24665	1	1	3	42	14399	24665	0.017007	NZ_CP025078.1	reference
NZ_CP036140.1	repEF_res	41.6	5846	1.1.3.8956.14400.24666	1	1	3	8956	14400	24666	0.036524	NZ_CP018067.1	reference
NZ_CP036141.1	repEF_res	39.8	2647	1.1.2316.8957.14401.24667	1	1	2316	8957	14401	24667	0.053581	NZ_CP051868.1	reference
NZ_CP036142.1	repSA_large	78.3	2340	1.1.3.8958.14402.24668	1	1	3	8958	14402	24668	0.038686	NZ_JAVRDK010000010.1	reference
NZ_CP036143.1	IncC	60.2	2185	1.318.2317.8959.14403.24669	1	318	2317	8959	14403	24669	0.116711	NZ_CP040039.1	reference
NZ_CP036144.1	IncAC2	40.1	1596	1.1.2318.8960.14404.24670	1	1	2318	8960	14404	24670	0.098935	NZ_CP031570.1	reference
NZ_CP036146.1	repEF_conj	62.5	7929	1.1.3.42.14405.24671	1	1	3	42	14405	24671	0.017368	NZ_CP008815.1	reference
NZ_CP036147.1	repSA_large	80.3	12231	1.1.3.8961.14406.24672	1	1	3	8961	14406	24672	0.021852	NZ_JBROPS010000002.1	reference
NZ_CP036148.1	repEF_conj	61.4	347238	1.1.3.42.118.24673	1	1	3	42	118	24673	0.006327	NZ_CP085290.1	reference
NZ_CP036173.1	IncFII	100.0	4418	1.1.3.8962.14407.24674	1	1	3	8962	14407	24674	0.035314	RefSeq_NZ_KU318419.1	reference
NZ_CP036176.1	IncFII	100.0	117221	1.1.3.42.150.2408	1	1	3	42	150	2408	0.0	RefSeq_NZ_CP036176.1	reference
NZ_CP036178.1	IncN	100.0	238258	1.1.3.42.150.1396	1	1	3	42	150	1396	0.0	RefSeq_NZ_CP036178.1	reference
NZ_CP036179.1	IncX3	100.0	46161	1.1.3.42.150.1011	1	1	3	42	150	1011	1e-06	NZ_KU761328.1	reference
NZ_CP036180.1	IncN	100.0	109593	1.1.3.42.150.2001	1	1	3	42	150	2001	0.0	RefSeq_NZ_CP036180.1	reference
NZ_CP036181.1	IncI	60.1	103149	1.1.3.42.150.24675	1	1	3	42	150	24675	0.001088	NZ_CP135666.1	reference
NZ_CP036182.1	IncN	56.0	3684	1.1.3.8963.14408.24676	1	1	3	8963	14408	24676	0.032953	NZ_CP027041.1	reference
NZ_CP036183.1	IncX1	59.9	3348	1.1.3.8964.14409.24677	1	1	3	8964	14409	24677	0.046645	NZ_OQ434669.1	reference
NZ_CP036184.1	IncX1	59.7	2573	1.1.3.8965.14410.24678	1	1	3	8965	14410	24678	0.046634	RefSeq_NZ_JALIEH010000029.1	reference
NZ_CP036185.1	IncX1	60.0	2444	1.1.2319.8966.14411.24679	1	1	2319	8966	14411	24679	0.058383	RefSeq_NZ_CP103598.1	reference
NZ_CP036188.1	IncFII	50.0	251327	1.1.3.42.150.1863	1	1	3	42	150	1863	0.0	NZ_CP036188.1	reference
NZ_CP036189.1	IncX1	100.0	9341	1.1.3.8967.14412.24680	1	1	3	8967	14412	24680	0.024441	RefSeq_NC_015472.1	reference
NZ_CP036191.1	IncFII	60.5	216586	1.1.3.42.150.24681	1	1	3	42	150	24681	0.001606	RefSeq_NZ_MN182750.1	reference
NZ_CP036192.1	IncAC2	100.0	165052	1.1.3.42.150.1028	1	1	3	42	150	1028	0.0	NZ_CP036192.1	reference
NZ_CP036193.1	IncFIB	50.0	164195	1.1.3.42.150.1888	1	1	3	42	150	1888	0.0	NZ_CP036193.1	reference
NZ_CP036194.1	IncFIB	100.0	108957	1.1.3.42.150.646	1	1	3	42	150	646	0.0	NZ_CP036194.1	reference
NZ_CP036195.1	IncX3	100.0	67237	1.1.3.42.150.2822	1	1	3	42	150	2822	0.0	NZ_CP036195.1	reference
NZ_CP036196.1	ColRNAI	100.0	9729	1.1.3.42.87.127	1	1	3	42	87	127	0.0	NZ_CP036196.1	reference
NZ_CP036197.1	ColRNAI	100.0	6140	1.1.3.42.57.70	1	1	3	42	57	70	0.0	NZ_CP036197.1	reference
NZ_CP036198.1	IncFII	80.2	3630	1.1.3.8968.14413.24682	1	1	3	8968	14413	24682	0.03501	RefSeq_NZ_MT810370.1	reference
NZ_CP036203.1	IncI1	100.0	93880	1.1.3.42.150.1090	1	1	3	42	150	1090	0.000795	NZ_CP134365.1	reference
NZ_CP036204.1	IncN	42.2	65959	1.1.3.42.150.24683	1	1	3	42	150	24683	0.003033	RefSeq_NZ_CP029244.1	reference
NZ_CP036205.1	IncX3	100.0	51321	1.1.3.42.150.1011	1	1	3	42	150	1011	0.000233	NZ_CP065346.1	reference
NZ_CP036206.1	repPae_small	100.0	19897	1.1.3.42.146.24684	1	1	3	42	146	24684	0.009775	NZ_CP095775.1	reference
NZ_CP036207.1	IncN	40.4	4149	1.1.3.8969.14414.24685	1	1	3	8969	14414	24685	0.041656	RefSeq_NZ_MW800641.1	reference
NZ_CP036221.2	repPae_large	59.6	22273	1.1.3.8970.14415.24686	1	1	3	8970	14415	24686	0.040154	NZ_CP171946.1	reference
NZ_CP036222.2	repPae_small	59.7	18294	1.1.3.8971.14416.24687	1	1	3	8971	14416	24687	0.038308	NZ_CP171946.1	reference
NZ_CP036244.1	IncFII	81.2	146792	1.1.3.42.150.24688	1	1	3	42	150	24688	0.001517	RefSeq_NZ_CP130062.1	reference
NZ_CP036247.1	repEF_conj	100.0	75109	1.1.3.42.118.24689	1	1	3	42	118	24689	0.001794	NZ_CP141077.1	reference
NZ_CP036248.1	repEF_conj	81.2	97950	1.1.3.42.118.24690	1	1	3	42	118	24690	0.002951	NZ_CP019513.1	reference
NZ_CP036260.1	IncX1	57.6	131118	1.1.3.42.14417.24691	1	1	3	42	14417	24691	0.019173	RefSeq_NZ_CP133851.1	reference
NZ_CP036284.1	repAci_large	100.0	127784	1.1.3.42.118.198	1	1	3	42	118	198	0.0	NZ_CP036284.1	reference
NZ_CP036285.1	repAci_large	100.0	102405	1.1.3.42.118.195	1	1	3	42	118	195	0.0	NZ_CP036285.1	reference
NZ_CP036286.1	repAci_large	100.0	71234	1.1.3.42.118.425	1	1	3	42	118	425	0.0	NZ_CP036286.1	reference
NZ_CP036301.1	IncFII	100.0	154724	1.1.3.42.150.2001	1	1	3	42	150	2001	0.0	RefSeq_NZ_CP036301.1	reference
NZ_CP036302.1	IncFII	100.0	205652	1.1.3.42.150.1863	1	1	3	42	150	1863	0.0	RefSeq_NZ_CP036302.1	reference
NZ_CP036303.1	ColRNAI	71.6	10060	1.1.3.42.131.24692	1	1	3	42	131	24692	0.003616	NZ_CP102395.1	reference
NZ_CP036304.1	IncFII	78.4	5596	1.1.3.8972.14418.24693	1	1	3	8972	14418	24693	0.033336	NZ_CP035550.1	reference
NZ_CP036306.1	IncFII	100.0	149519	1.1.3.42.150.1946	1	1	3	42	150	1946	0.0	RefSeq_NZ_CP036306.1	reference
NZ_CP036307.1	IncFII	100.0	229483	1.1.3.42.150.1863	1	1	3	42	150	1863	0.0	RefSeq_NZ_CP036307.1	reference
NZ_CP036308.1	ColRNAI	100.0	11970	1.1.3.42.142.488	1	1	3	42	142	488	1e-05	NZ_CP080314.1	reference
NZ_CP036309.1	IncFII	78.5	5596	1.1.3.8973.14419.24694	1	1	3	8973	14419	24694	0.033221	NZ_CP035550.1	reference
NZ_CP036311.1	IncFII	41.4	102543	1.1.3.42.150.24695	1	1	3	42	150	24695	0.002534	RefSeq_NZ_CP067313.1	reference
NZ_CP036312.1	IncX3	100.0	46161	1.1.3.42.150.794	1	1	3	42	150	794	2e-06	NZ_AP023202.1	reference
NZ_CP036321.1	IncFII	50.0	127300	1.1.3.42.150.1646	1	1	3	42	150	1646	0.0	NZ_CP036321.1	reference
NZ_CP036322.1	IncFII	59.9	7815	1.1.3.8974.14420.24696	1	1	3	8974	14420	24696	0.025163	RefSeq_NZ_JAQMVB010000006.1	reference
NZ_CP036323.1	ColRNAI	100.0	6136	1.1.3.15.17.17	1	1	3	15	17	17	0.0	NZ_CP036323.1	reference
NZ_CP036324.1	IncX1	39.0	4986	1.1.3.8975.14421.24697	1	1	3	8975	14421	24697	0.031586	NZ_CP027041.1	reference
NZ_CP036325.1	IncN	59.3	3991	1.1.3.8976.14422.24698	1	1	3	8976	14422	24698	0.035606	RefSeq_NZ_CP017586.1	reference
NZ_CP036326.1	repEF_res	40.8	3993	1.1.2320.8977.14423.24699	1	1	2320	8977	14423	24699	0.052402	NZ_JBJUTK010000006.1	reference
NZ_CP036328.1	IncFII	50.0	130775	1.1.3.42.150.1863	1	1	3	42	150	1863	0.0	NZ_CP036328.1	reference
