plasmid_id	inc_type	inc_confidence	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F	source	inc_secondary	is_novel
OW967540.1	IncFII	1.0	203654	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967398.1	IncFII	0.8236	65498	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW967396.1	IncFII	1.0	203654	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967394.1	IncFII	0.6642	137006	4.11.83.485.1175.7720	4	11	83	485	1175	7720	reference	IncFIB(0.34)	False
OW967390.1	IncFII	1.0	68845	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW967387.1	IncFII	0.4009	1549	4.11.60.81.88.112	4	11	60	81	88	112	reference	IncX1(0.40)	False
OW967385.1	IncFII	0.8012	5167	4.11.83.434.548.820	4	11	83	434	548	820	reference		False
OW967384.1	IncFII	0.8317	65498	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW967383.1	IncFII	1.0	96511	4.11.83.485.1175.7507	4	11	83	485	1175	7507	reference		False
OW967382.1	IncFII	0.7853	244129	4.11.83.485.1175.7483	4	11	83	485	1175	7483	reference		False
OW967373.1	IncFII	1.0	3223	4.11.83.485.681.1061	4	11	83	485	681	1061	reference		False
OW967369.1	IncFII	0.8632	117590	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967367.1	IncFII	0.4221	35317	4.11.83.485.1175.4407	4	11	83	485	1175	4407	reference		False
OW967366.1	IncFII	1.0	74916	4.11.83.485.1175.7374	4	11	83	485	1175	7374	reference		False
OW967365.1	IncFII	1.0	211074	4.11.83.485.1175.7223	4	11	83	485	1175	7223	reference		False
OW967362.1	IncFII	0.8236	65498	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW967360.1	IncFII	1.0	202877	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967358.1	IncFII	0.8236	65498	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW967357.1	IncFII	1.0	212171	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967252.1	IncFII	0.8604	117968	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967251.1	IncFII	1.0	206480	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967233.1	IncFII	0.8641	117590	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967232.1	IncFII	1.0	205918	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967221.1	IncFII	0.8101	69575	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW967220.1	IncFII	1.0	158298	4.11.83.485.1175.7611	4	11	83	485	1175	7611	reference		False
OW967191.1	IncFII	1.0	116235	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967212.1	IncFII	1.0	204760	4.11.83.485.1175.7227	4	11	83	485	1175	7227	reference		False
OW967206.1	IncFII	1.0	34959	4.11.83.485.1175.12042	4	11	83	485	1175	12042	reference		False
OW967204.1	IncFII	1.0	182619	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967201.1	IncFII	0.812	59269	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW967200.1	IncFII	1.0	163419	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967169.1	IncFII	0.8639	117590	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967168.1	IncFII	1.0	205280	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967038.1	IncFII	1.0	237704	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967032.1	IncFII	0.824	61829	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW967030.1	IncFII	1.0	247964	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW967018.1	IncFII	0.7982	3214	4.11.83.186.210.292	4	11	83	186	210	292	reference		False
OW967016.1	IncFII	0.6215	106402	4.11.83.485.1175.5753	4	11	83	485	1175	5753	reference		False
CP097410.1	IncFII	0.6018	62454	4.11.83.485.1175.5406	4	11	83	485	1175	5406	reference	IncR(0.40)	False
CP097409.1	IncFII	1.0	75648	4.11.83.485.1175.6093	4	11	83	485	1175	6093	reference		False
CP097408.1	IncFII	1.0	182519	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
CP097402.1	IncFII	1.0	126445	4.11.83.485.1175.7461	4	11	83	485	1175	7461	reference		False
CP097401.1	IncFII	0.7992	143019	4.11.83.485.1175.7763	4	11	83	485	1175	7763	reference		False
CP097400.1	IncFII	1.0	208317	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
CP097404.1	IncFII	1.0	209782	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
NZ_CP080082.1	IncFII	0.8156	110148	4.11.83.485.1175.6915	4	11	83	485	1175	6915	reference		False
NZ_CP097323.1	IncFII	0.5957	242139	4.11.83.485.1175.11457	4	11	83	485	1175	11457	reference		False
NZ_CP080065.1	IncFII	1.0	1718	4.11.41.49.51.61	4	11	41	49	51	61	reference		False
NZ_CP080063.1	IncFII	0.5949	4073	4.11.83.371.448.627	4	11	83	371	448	627	reference		False
NZ_CP080057.1	IncFII	0.4366	108275	4.11.83.485.1175.5678	4	11	83	485	1175	5678	reference	IncI1(0.37)	False
NZ_CP080074.1	IncFII	0.6031	563	4.11.304.1370.2908.14312	4	11	304	1370	2908	14312	reference		False
NZ_CP097321.1	IncFII	0.6111	282730	4.11.83.485.1175.11092	4	11	83	485	1175	11092	reference		False
OW848977.1	IncFII	0.7901	40289	4.11.83.485.1175.4479	4	11	83	485	1175	4479	reference		False
OW848975.1	IncFII	1.0	127430	4.11.83.485.1175.6987	4	11	83	485	1175	6987	reference		False
OW848970.1	IncFII	1.0	247093	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848967.1	IncFII	0.8249	65498	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848966.1	IncFII	1.0	168173	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848965.1	IncFII	0.4265	341694	4.11.83.485.1175.6558	4	11	83	485	1175	6558	reference	IncX1(0.35)	False
OW848963.1	IncFII	0.5959	1917	4.11.83.197.223.309	4	11	83	197	223	309	reference	IncN(0.40)	False
OW848962.1	IncFII	0.5981	4859	4.11.83.485.680.1060	4	11	83	485	680	1060	reference		False
OW848961.1	IncFII	0.7996	5225	4.11.83.456.597.926	4	11	83	456	597	926	reference		False
OW848959.1	IncFII	1.0	114840	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848958.1	IncFII	1.0	242397	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848955.1	IncFII	1.0	113639	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848954.1	IncFII	1.0	204647	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848952.1	IncFII	0.5959	1917	4.11.83.197.223.309	4	11	83	197	223	309	reference	IncN(0.40)	False
OW848949.1	IncFII	0.4006	6761	4.11.83.485.863.1397	4	11	83	485	863	1397	reference	IncX1(0.39)	False
OW848948.1	IncFII	1.0	114840	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848947.1	IncFII	1.0	242397	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848945.1	IncFII	0.5962	1917	4.11.83.197.223.309	4	11	83	197	223	309	reference	IncN(0.40)	False
OW848944.1	IncFII	0.5978	4859	4.11.83.485.680.1060	4	11	83	485	680	1060	reference		False
OW848943.1	IncFII	0.7996	5225	4.11.83.456.597.926	4	11	83	456	597	926	reference		False
OW848942.1	IncFII	0.4006	6761	4.11.83.485.863.1397	4	11	83	485	863	1397	reference	IncX1(0.39)	False
OW848941.1	IncFII	1.0	114840	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848940.1	IncFII	1.0	242397	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848938.1	IncFII	0.5959	1917	4.11.83.197.223.309	4	11	83	197	223	309	reference	IncN(0.40)	False
OW848934.1	IncFII	1.0	114840	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848933.1	IncFII	1.0	188441	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848930.1	IncFII	1.0	113639	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848929.1	IncFII	1.0	204647	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848927.1	IncFII	0.5959	1917	4.11.83.197.223.309	4	11	83	197	223	309	reference	IncN(0.40)	False
OW848926.1	IncFII	0.5976	4859	4.11.83.485.680.1060	4	11	83	485	680	1060	reference		False
OW848924.1	IncFII	0.4006	6761	4.11.83.485.863.1397	4	11	83	485	863	1397	reference	IncX1(0.39)	False
OW848923.1	IncFII	1.0	114840	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848922.1	IncFII	1.0	188441	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848920.1	IncFII	0.8097	3811	4.11.83.277.322.438	4	11	83	277	322	438	reference		False
OW848919.1	IncFII	0.8003	112640	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848918.1	IncFII	1.0	238281	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848916.1	IncFII	1.0	113639	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848915.1	IncFII	1.0	135027	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848913.1	IncFII	0.5959	1917	4.11.83.197.223.309	4	11	83	197	223	309	reference	IncN(0.40)	False
OW848909.1	IncFII	1.0	242397	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848903.1	IncFII	0.8268	63589	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848902.1	IncFII	1.0	227897	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848896.1	IncFII	0.8659	2317	4.11.83.192.218.304	4	11	83	192	218	304	reference		False
OW848895.1	IncFII	0.8229	63589	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848894.1	IncFII	0.8044	185245	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848890.1	IncFII	0.7837	5598	4.11.83.412.513.758	4	11	83	412	513	758	reference		False
OW848889.1	IncFII	0.8267	63589	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848888.1	IncFII	1.0	166085	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848887.1	IncFII	0.4255	343538	4.11.83.485.1175.6558	4	11	83	485	1175	6558	reference	IncX1(0.35)	False
OW848883.1	IncFII	0.6005	5599	4.11.83.453.593.919	4	11	83	453	593	919	reference	IncN(0.40)	False
OW849539.1	IncFII	0.7903	40359	4.11.83.485.1175.4479	4	11	83	485	1175	4479	reference		False
OW849538.1	IncFII	0.6166	214016	4.11.83.485.1175.7496	4	11	83	485	1175	7496	reference		False
OW849535.1	IncFII	0.6981	2511	4.11.83.218.247.338	4	11	83	218	247	338	reference		False
OW849534.1	IncFII	0.602	115962	4.11.83.485.1175.5743	4	11	83	485	1175	5743	reference	IncX1(0.40)	False
OW849526.1	IncFII	0.798	4995	4.11.83.485.843.1356	4	11	83	485	843	1356	reference		False
OW849524.1	IncFII	0.8229	63570	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849520.1	IncFII	0.4298	30363	4.11.83.485.1175.4405	4	11	83	485	1175	4405	reference	IncN(0.37)	False
OW849519.1	IncFII	0.8236	65498	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849518.1	IncFII	1.0	71107	4.11.83.485.1175.7324	4	11	83	485	1175	7324	reference		False
OW849517.1	IncFII	1.0	279526	4.11.83.485.1175.7223	4	11	83	485	1175	7223	reference		False
OW849515.1	IncFII	0.6046	2317	4.11.83.153.170.212	4	11	83	153	170	212	reference	IncX1(0.40)	False
OW849514.1	IncFII	1.0	55950	4.11.83.485.1175.5732	4	11	83	485	1175	5732	reference		False
OW849513.1	IncFII	0.8229	63570	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849511.1	IncFII	0.8668	2317	4.11.83.192.218.304	4	11	83	192	218	304	reference		False
OW849509.1	IncFII	0.8237	63570	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849507.1	IncFII	0.7981	4665	4.11.83.485.685.1071	4	11	83	485	685	1071	reference		False
OW849506.1	IncFII	1.0	4938	4.11.83.485.675.1048	4	11	83	485	675	1048	reference		False
OW849505.1	IncFII	1.0	14561	4.11.83.485.718.1123	4	11	83	485	718	1123	reference		False
OW849501.1	IncFII	1.0	40637	4.11.83.485.1175.8984	4	11	83	485	1175	8984	reference		False
OW849500.1	IncFII	0.8207	65572	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849499.1	IncFII	0.7968	69721	4.11.83.485.1175.6216	4	11	83	485	1175	6216	reference		False
OW849498.1	IncFII	1.0	109271	4.11.83.485.1175.5990	4	11	83	485	1175	5990	reference		False
OW849490.1	IncFII	0.8238	65498	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849489.1	IncFII	1.0	202100	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849487.1	IncFII	0.7302	2496	4.11.83.218.249.340	4	11	83	218	249	340	reference		False
OW849485.1	IncFII	1.0	73676	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849482.1	IncFII	0.8274	65498	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849480.1	IncFII	1.0	202876	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849477.1	IncFII	0.8	5540	4.11.83.485.673.1043	4	11	83	485	673	1043	reference		False
OW849476.1	IncFII	0.8026	116775	4.11.83.485.1175.5743	4	11	83	485	1175	5743	reference		False
OW848882.1	IncFII	0.8267	63589	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848881.1	IncFII	1.0	167530	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848880.1	IncFII	0.4291	342749	4.11.83.485.1175.6558	4	11	83	485	1175	6558	reference	IncX1(0.35)	False
OW848877.1	IncFII	1.0	234882	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849467.1	IncFII	0.7941	102377	4.11.83.485.1175.6599	4	11	83	485	1175	6599	reference		False
OW848873.1	IncFII	1.0	227315	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849463.1	IncFII	1.0	9923	4.11.83.485.1043.1753	4	11	83	485	1043	1753	reference		False
OW848871.1	IncFII	0.8228	63779	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849461.1	IncFII	0.8229	63570	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848869.1	IncFII	1.0	188579	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849460.1	IncFII	1.0	111618	4.11.83.485.1175.6615	4	11	83	485	1175	6615	reference		False
OW848866.1	IncFII	0.6004	8262	4.11.83.485.774.1241	4	11	83	485	774	1241	reference		False
OW849456.1	IncFII	1.0	4867	4.11.83.404.500.727	4	11	83	404	500	727	reference		False
OW848864.1	IncFII	0.8228	63589	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848863.1	IncFII	1.0	247179	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849453.1	IncFII	0.8229	63570	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849452.1	IncFII	1.0	182080	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848860.1	IncFII	1.0	113639	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848859.1	IncFII	1.0	204647	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849448.1	IncFII	0.5254	45455	4.11.83.485.1175.5402	4	11	83	485	1175	5402	reference	IncR(0.47)	False
OW848856.1	IncFII	0.6002	113381	4.11.83.485.1175.8424	4	11	83	485	1175	8424	reference	IncN(0.40)	False
OW849447.1	IncFII	0.7553	173778	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848855.1	IncFII	1.0	174712	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848852.1	IncFII	0.822	64366	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849443.1	IncFII	1.0	5114	4.11.83.485.668.1037	4	11	83	485	668	1037	reference		False
OW848851.1	IncFII	0.8133	208817	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849442.1	IncFII	0.8229	63570	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849441.1	IncFII	1.0	87775	4.11.83.485.1175.6598	4	11	83	485	1175	6598	reference		False
OW849440.1	IncFII	0.4109	157881	4.11.83.485.1175.7462	4	11	83	485	1175	7462	reference	IncN(0.40)	False
OW848848.1	IncFII	0.7985	8262	4.11.83.485.952.1586	4	11	83	485	952	1586	reference		False
OW848847.1	IncFII	1.0	59806	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848846.1	IncFII	1.0	225970	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849437.1	IncFII	0.5984	32754	4.11.83.485.1175.5393	4	11	83	485	1175	5393	reference	IncR(0.40)	False
OW849436.1	IncFII	0.8229	63570	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848843.1	IncFII	1.0	252697	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849434.1	IncFII	0.8042	3223	4.11.83.346.404.570	4	11	83	346	404	570	reference		False
OW848841.1	IncFII	0.5882	40343	4.11.83.485.1175.8765	4	11	83	485	1175	8765	reference		False
OW848840.1	IncFII	1.0	213041	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849431.1	IncFII	1.0	63660	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848838.1	IncFII	0.7921	3751	4.11.83.406.503.734	4	11	83	406	503	734	reference		False
OW848837.1	IncFII	1.0	53928	4.11.83.485.1175.5724	4	11	83	485	1175	5724	reference		False
OW849428.1	IncFII	1.0	123321	4.11.83.485.1175.7610	4	11	83	485	1175	7610	reference		False
OW848836.1	IncFII	0.827	63589	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848835.1	IncFII	0.8104	82171	4.11.83.485.1175.6594	4	11	83	485	1175	6594	reference		False
OW849425.1	IncFII	0.8034	3223	4.11.83.346.404.570	4	11	83	346	404	570	reference		False
OW848833.1	IncFII	1.0	201175	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849423.1	IncFII	0.8268	63589	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848831.1	IncFII	1.0	227302	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849422.1	IncFII	0.4482	300742	4.11.83.485.1175.6558	4	11	83	485	1175	6558	reference		False
OW848829.1	IncFII	1.0	165967	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849413.1	IncFII	0.802	87254	4.11.83.485.1175.6647	4	11	83	485	1175	6647	reference		False
OW848819.1	IncFII	0.8228	63779	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849410.1	IncFII	0.7876	122800	4.11.83.485.1175.6599	4	11	83	485	1175	6599	reference		False
OW849409.1	IncFII	0.4874	162553	4.11.83.485.1175.7496	4	11	83	485	1175	7496	reference		False
OW848817.1	IncFII	1.0	188493	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849407.1	IncFII	0.8229	63570	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848815.1	IncFII	0.5843	2495	4.11.83.218.249.341	4	11	83	218	249	341	reference	IncX1(0.31)	False
OW849406.1	IncFII	1.0	240627	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848813.1	IncFII	0.7992	47519	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848809.1	IncFII	1.0	68475	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848808.1	IncFII	1.0	225098	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849399.1	IncFII	1.0	3223	4.11.83.485.681.1061	4	11	83	485	681	1061	reference		False
OW849397.1	IncFII	0.8229	63589	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849396.1	IncFII	1.0	165815	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW848804.1	IncFII	1.0	227377	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849395.1	IncFII	0.4506	302663	4.11.83.485.1175.6558	4	11	83	485	1175	6558	reference		False
OW848800.1	IncFII	1.0	65015	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848799.1	IncFII	1.0	158474	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849390.1	IncFII	1.0	63660	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW848798.1	IncFII	1.0	170150	4.11.83.485.1175.6980	4	11	83	485	1175	6980	reference		False
OW849389.1	IncFII	1.0	157270	4.11.83.485.1175.7014	4	11	83	485	1175	7014	reference		False
OW848795.1	IncFII	1.0	202067	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849385.1	IncFII	0.6036	2699	4.11.83.263.305.415	4	11	83	263	305	415	reference	IncN(0.40)	False
OW848792.1	IncFII	0.7615	178106	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849383.1	IncFII	0.8226	63589	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849376.1	IncFII	0.8207	65572	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849375.1	IncFII	1.0	153380	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849373.1	IncFII	0.6047	2317	4.11.83.153.170.212	4	11	83	153	170	212	reference	IncX1(0.40)	False
OW849372.1	IncFII	0.5876	2495	4.11.83.218.249.341	4	11	83	218	249	341	reference	IncX1(0.31)	False
OW849371.1	IncFII	0.8229	63570	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849368.1	IncFII	0.8274	65498	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849366.1	IncFII	1.0	212171	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849363.1	IncFII	1.0	4783	4.11.83.485.676.1054	4	11	83	485	676	1054	reference		False
OW849362.1	IncFII	0.8256	63570	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849361.1	IncFII	1.0	122177	4.11.83.485.1175.7219	4	11	83	485	1175	7219	reference		False
OW849359.1	IncFII	0.8267	63589	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849353.1	IncFII	0.8256	63570	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849352.1	IncFII	1.0	66509	4.11.83.485.1175.5960	4	11	83	485	1175	5960	reference		False
OW849351.1	IncFII	1.0	182080	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849347.1	IncFII	0.8256	63570	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849346.1	IncFII	1.0	66983	4.11.83.485.1175.6928	4	11	83	485	1175	6928	reference		False
OW849345.1	IncFII	0.5894	252602	4.11.83.485.1175.7496	4	11	83	485	1175	7496	reference	IncF(0.26)	False
OW849342.1	IncFII	0.803	65479	4.11.83.485.1175.8498	4	11	83	485	1175	8498	reference		False
OW849341.1	IncFII	0.4797	453084	4.11.83.485.1175.6558	4	11	83	485	1175	6558	reference	IncFIB(0.34)	False
OW849337.1	IncFII	0.8229	63589	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849336.1	IncFII	1.0	195691	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849335.1	IncFII	0.6541	300714	4.11.83.485.1175.6558	4	11	83	485	1175	6558	reference		False
OW849329.1	IncFII	1.0	4096	4.11.83.477.632.982	4	11	83	477	632	982	reference		False
OW849328.1	IncFII	0.8228	63589	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849326.1	IncFII	1.0	248007	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849324.1	IncFII	0.7978	4665	4.11.83.485.685.1071	4	11	83	485	685	1071	reference		False
OW849323.1	IncFII	1.0	4938	4.11.83.485.675.1048	4	11	83	485	675	1048	reference		False
OW849322.1	IncFII	1.0	14561	4.11.83.485.718.1123	4	11	83	485	718	1123	reference		False
OW849318.1	IncFII	0.8069	125259	4.11.83.485.1175.6599	4	11	83	485	1175	6599	reference		False
OW849313.1	IncFII	1.0	79857	4.11.83.485.1175.6647	4	11	83	485	1175	6647	reference		False
OW849311.1	IncFII	1.0	4096	4.11.83.485.756.1210	4	11	83	485	756	1210	reference		False
OW849310.1	IncFII	0.7977	4995	4.11.83.485.843.1356	4	11	83	485	843	1356	reference		False
OW849309.1	IncFII	0.6334	50838	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference	IncN(0.37)	False
OW849308.1	IncFII	0.6215	106402	4.11.83.485.1175.5753	4	11	83	485	1175	5753	reference		False
OW849305.1	IncFII	0.6008	4544	4.11.83.655.2186.13589	4	11	83	655	2186	13589	reference	IncN(0.40)	False
OW849299.1	IncFII	1.0	65015	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849298.1	IncFII	1.0	158474	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849297.1	IncFII	1.0	170150	4.11.83.485.1175.6980	4	11	83	485	1175	6980	reference		False
OW849295.1	IncFII	1.0	4867	4.11.83.539.2070.13473	4	11	83	539	2070	13473	reference		False
OW849291.1	IncFII	0.8243	63570	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849290.1	IncFII	0.8194	182079	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849288.1	IncFII	0.7302	2496	4.11.83.218.249.340	4	11	83	218	249	340	reference		False
OW849285.1	IncFII	1.0	63660	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849284.1	IncFII	1.0	171913	4.11.83.485.1175.7014	4	11	83	485	1175	7014	reference		False
OW849279.1	IncFII	1.0	63660	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849278.1	IncFII	1.0	173773	4.11.83.485.1175.7014	4	11	83	485	1175	7014	reference		False
OW849274.1	IncFII	1.0	65015	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849273.1	IncFII	1.0	158485	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849272.1	IncFII	1.0	171349	4.11.83.485.1175.6980	4	11	83	485	1175	6980	reference		False
OW849270.1	IncFII	0.7949	6910	4.11.83.250.291.394	4	11	83	250	291	394	reference		False
OW849267.1	IncFII	0.8227	63589	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849266.1	IncFII	1.0	188120	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849264.1	IncFII	0.8264	78064	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
OW849263.1	IncFII	1.0	202515	4.11.83.485.1175.7562	4	11	83	485	1175	7562	reference		False
OW849252.1	IncFII	1.0	63660	4.11.83.485.1175.6450	4	11	83	485	1175	6450	reference		False
