source_file	inc_group	organism_category	is_family	is1_pos	is2_pos	region_size	same_orientation	cargo_genes	n_cargo
RefSeq_NZ_CP070535.1	IncN	Gram-negative	IS26	5097-5917	47808-48630	41891	True	aac(6')-Ib,blaKPC-2,mph(A),mrx(A),sul1,arr-3,catB3,blaOXA-1,aac(6')-Ib-cr5	9
RefSeq_NZ_CP070538.1	IncN	Gram-negative	IS26	17649-18468	29007-29829	10539	True	aph(6)-Id,aph(3'')-Ib,dfrA19,sul1,qnrB2	5
RefSeq_NZ_CP070562.1	IncFII	Gram-negative	IS1	75082-75794	104295-105062	28501	True	aph(3')-Ia,mph(A),mrx(A),sul1,aadA2,dfrA12,catA1	7
RefSeq_NZ_CP070562.1	IncFII	Gram-negative	IS26	85481-86216	87257-88077	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP070577.1	IncFII	Gram-negative	IS1	103856-104623	118141-118853	13518	True	catA1,aac(6')-Ib-cr5,blaOXA-1,catB3,arr-3,sul1	6
RefSeq_NZ_CP070581.1	IncFII	Gram-negative	IS26	54230-55049	61777-62596	6728	True	dfrA14	1
RefSeq_NZ_CP070581.1	IncFII	Gram-negative	IS26	65997-66821	74731-75551	7910	True	blaTEM-1,aph(6)-Id,aph(3'')-Ib,sul2	4
RefSeq_NZ_CP070590.1	IncFII	Gram-negative	IS26	86229-87050	93779-94609	6729	True	dfrA14	1
RefSeq_NZ_CP070595.1	IncFII	Gram-negative	IS1	55442-56209	86768-87480	30559	True	catA1,aac(6')-Ib-cr5,blaOXA-1,catB3,arr-3,sul1,qnrB4,blaDHA-1,sul1	9
RefSeq_NZ_CP070599.1	IncFII	Gram-negative	IS1	74816-75583	119956-120723	44373	False	blaTEM-1,blaOXA,blaKPC-2	3
RefSeq_NZ_CP070925.1	IncX1	Gram-negative	IS26	40317-41136	42955-43774	1819	True	dfrA14	1
RefSeq_NZ_CP070952.1	IncN	Gram-negative	IS1	91462-92229	114897-115664	22668	True	aph(6)-Id,aph(3'')-Ib,sul2,mph(A),mrx(A),tet(M)	6
RefSeq_NZ_CP070952.1	IncN	Gram-negative	IS26	104381-105202	114250-114896	9048	True	mph(A),mrx(A),tet(M)	3
RefSeq_NZ_CP070952.1	IncN	Gram-negative	IS26	114250-114896	134455-135274	19559	True	tet(A)	1
RefSeq_NZ_CP070952.1	IncN	Gram-negative	IS26	134455-135274	137093-137915	1819	True	dfrA14	1
RefSeq_NZ_CP070952.1	IncN	Gram-negative	IS26	137093-137915	148708-149527	10793	True	sul3,blaTEM-1,oqxB,oqxA	4
RefSeq_NZ_CP070952.1	IncN	Gram-negative	IS26	151050-151869	156047-156866	4178	True	qnrS1	1
RefSeq_NZ_CP070963.1	IncFII	Gram-negative	IS1	624-1359	44758-45525	43399	False	sul1,aadA1,blaOXA-1	3
RefSeq_NZ_CP070963.1	IncFII	Gram-negative	IS1	114797-115564	152236-153003	36672	False	tet(B)	1
RefSeq_NZ_CP071440.1	IncFII	Gram-negative	IS26	19115-19935	30168-30996	10233	True	mph(A),mrx(A),sul1,aadA5,dfrA17	5
RefSeq_NZ_CP071440.1	IncFII	Gram-negative	IS1	51131-51898	64141-64908	12243	False	sul2,aph(3'')-Ib,aph(6)-Id	3
RefSeq_NZ_CP071694.1	IncFII	Gram-negative	IS26	92719-93538	96319-97138	2781	True	aadA22,lnu(F)	2
RefSeq_NZ_CP071694.1	IncFII	Gram-negative	IS26	96319-97138	107651-108470	10513	True	aph(3'')-Ib,aph(6)-Id,aph(3')-Ia,aph(4)-Ia,aac(3)-IVa	5
RefSeq_NZ_CP071694.1	IncFII	Gram-negative	IS26	107651-108470	120182-121003	11712	True	sul3,aadA1,cmlA1,aadA2,estX-3	5
RefSeq_NZ_CP071694.1	IncFII	Gram-negative	IS26	190284-191103	202304-203123	11201	True	floR,tet(A)	2
RefSeq_NZ_CP071694.1	IncFII	Gram-negative	IS26	202304-203123	208939-209758	5816	True	dfrA14,aadA1,blaOXA-10,cmlA5,arr-2	5
RefSeq_NZ_CP071694.1	IncFII	Gram-negative	IS26	208939-209758	236156-236975	26398	True	qnrS1,tet(A)	2
RefSeq_NZ_CP071694.1	IncFII	Gram-negative	IS1	89215-89829	97877-98644	8048	False	aadA22,lnu(F)	2
RefSeq_NZ_CP071712.1	IncN	Gram-negative	IS26	103807-104626	108382-109201	3756	True	aac(3)-IId	1
RefSeq_NZ_CP071712.1	IncN	Gram-negative	IS26	108382-109201	111982-112801	2781	True	aadA22,lnu(F)	2
RefSeq_NZ_CP071712.1	IncN	Gram-negative	IS26	111982-112801	136040-136860	23239	True	sul3,tet(A)	2
RefSeq_NZ_CP071712.1	IncN	Gram-negative	IS26	137843-138664	145127-145950	6463	True	floR	1
RefSeq_NZ_CP071712.1	IncN	Gram-negative	IS26	166809-167590	171143-171963	3553	True	mrx(A),mph(A)	2
RefSeq_NZ_CP071712.1	IncN	Gram-negative	IS26	171143-171963	174214-175033	2251	True	arr-2,dfrA14	2
RefSeq_NZ_CP071820.1	IncN	Gram-negative	IS26	124372-125193	142654-143473	17461	True	mcr-3.40,qnrS1	2
RefSeq_NZ_CP071836.1	IncFII	Gram-negative	IS26	89135-89954	91354-92177	1400	True	catA2	1
RefSeq_NZ_CP071836.1	IncFII	Gram-negative	IS26	124657-125479	129006-129825	3527	True	tet(D)	1
RefSeq_NZ_CP071836.1	IncFII	Gram-negative	IS26	129006-129825	142207-143037	12382	True	sul2	1
RefSeq_NZ_CP072404.1	IncFII	Gram-negative	IS26	39064-39884	45234-46053	5350	True	catA1	1
RefSeq_NZ_CP072409.1	IncFII	Gram-negative	IS26	39064-39884	45234-46053	5350	True	catA1	1
RefSeq_NZ_CP072414.1	IncFII	Gram-negative	IS26	39064-39884	45234-46053	5350	True	catA1	1
RefSeq_NZ_CP072423.1	IncFII	Gram-negative	IS26	33704-34524	48777-49569	14253	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_CP072423.1	IncFII	Gram-negative	IS26	48777-49569	56297-57116	6728	True	dfrA14	1
RefSeq_NZ_CP072423.1	IncFII	Gram-negative	IS26	56297-57116	70597-71416	13481	True	qnrB1,tet(A)	2
RefSeq_NZ_CP072423.1	IncFII	Gram-negative	IS26	73603-74423	77023-77842	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP072458.1	IncN	Gram-negative	IS26	76470-77289	78330-79149	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP072458.1	IncN	Gram-negative	IS26	78330-79149	87824-88647	8675	True	mef(B),sul3,aadA1,cmlA1	4
RefSeq_NZ_CP072458.1	IncN	Gram-negative	IS26	101007-101826	107642-108461	5816	True	dfrA14,aadA1,blaOXA-10,cmlA5,arr-2	5
RefSeq_NZ_CP072461.1	IncN	Gram-negative	IS1	220256-221022	227813-228580	6791	False	blaTEM,aadA22	2
RefSeq_NZ_CP072461.1	IncN	Gram-negative	IS26	187414-188233	189274-190093	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP072461.1	IncN	Gram-negative	IS26	189274-190093	198768-199591	8675	True	mef(B),sul3,aadA1,cmlA1	4
RefSeq_NZ_CP072461.1	IncN	Gram-negative	IS26	207243-208062	213878-214697	5816	True	dfrA14,aadA1,blaOXA-10,cmlA5,arr-2	5
RefSeq_NZ_CP072461.1	IncN	Gram-negative	IS26	213878-214697	217105-217922	2408	True	qnrS1	1
RefSeq_NZ_CP072461.1	IncN	Gram-negative	IS26	221113-221930	224553-225371	2623	True	blaTEM	1
RefSeq_NZ_CP072859.1	IncFII	Gram-negative	IS1	4995-5762	9118-9885	3356	False	tet(B)	1
RefSeq_NZ_CP072859.1	IncFII	Gram-negative	IS1	9118-9885	57887-58654	48002	True	catA1,qepA4,dfrA12,aadA2,sul1,mrx(A),mph(A),erm(B)	8
RefSeq_NZ_CP072979.1	IncN	Gram-negative	IS26	31232-32052	58411-59234	26359	True	qnrS1,dfrA14	2
RefSeq_NZ_CP072981.1	IncN	Gram-negative	IS26	10656-11476	37835-38654	26359	True	qnrS1,dfrA14	2
RefSeq_NZ_CP072981.1	IncN	Gram-negative	IS26	37835-38654	66408-67227	27754	True	blaTEM-1,blaCTX-M-3	2
RefSeq_NZ_CP073045.1	IncFII	Gram-negative	IS1	31448-32215	37804-38571	5589	False	tet(B)	1
RefSeq_NZ_CP073045.1	IncFII	Gram-negative	IS1	37804-38571	67376-68143	28805	True	dfrA14,mrx(A),mph(A),sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1	7
RefSeq_NZ_CP073303.1	IncFII	Gram-negative	IS26	4393-5212	9237-10056	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP073303.1	IncFII	Gram-negative	IS26	9237-10056	11332-12151	1276	True	fosA3	1
RefSeq_NZ_CP073303.1	IncFII	Gram-negative	IS26	111083-111905	113294-114117	1389	True	catA2	1
RefSeq_NZ_CP073352.1	IncFII	Gram-negative	IS26	69773-70592	74617-75436	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP073361.1	IncN	Gram-negative	IS26	54083-54902	60099-60918	5197	True	oqxB,oqxA	2
RefSeq_NZ_CP073361.1	IncN	Gram-negative	IS26	121713-122359	145533-146352	23174	True	tet(A),aph(6)-Id,aph(3'')-Ib,sul2,blaTEM-1	5
RefSeq_NZ_CP073361.1	IncN	Gram-negative	IS26	146789-147608	150389-151208	2781	True	aadA22,lnu(F)	2
RefSeq_NZ_CP073361.1	IncN	Gram-negative	IS26	150389-151208	161721-162542	10513	True	aph(3'')-Ib,aph(6)-Id,aph(3')-Ia,aph(4)-Ia,aac(3)-IVa	5
RefSeq_NZ_CP073361.1	IncN	Gram-negative	IS26	161721-162542	170318-171140	7776	True	floR	1
RefSeq_NZ_CP073361.1	IncN	Gram-negative	IS1	122360-123127	151947-152714	28820	True	tet(A),aph(6)-Id,aph(3'')-Ib,sul2,blaTEM-1,aadA22,lnu(F)	7
RefSeq_NZ_CP073375.1	IncFII	Gram-negative	IS26	6357-7180	9905-10724	2725	True	dfrA14	1
RefSeq_NZ_CP073375.1	IncFII	Gram-negative	IS26	9905-10724	12124-12945	1400	True	catA2	1
RefSeq_NZ_CP073379.1	IncFII	Gram-negative	IS26	144449-145268	157682-158501	12414	True	sul1,dfrA1,tet(A)	3
RefSeq_NZ_CP073379.1	IncFII	Gram-negative	IS26	162493-163313	188724-189543	25411	True	blaCTX-M-14	1
RefSeq_NZ_CP073380.1	IncFII	Gram-negative	IS26	26334-27153	31178-31997	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP073380.1	IncFII	Gram-negative	IS26	47892-48715	50104-50923	1389	True	catA2	1
RefSeq_NZ_CP073380.1	IncFII	Gram-negative	IS26	84482-85305	86694-87513	1389	True	catA2	1
RefSeq_NZ_CP073380.1	IncFII	Gram-negative	IS26	156521-157340	161267-162088	3927	True	blaKPC-2	1
RefSeq_NZ_CP073628.1	IncFII	Gram-negative	IS26	129954-130774	145027-145819	14253	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-206,blaCTX-M-15	5
RefSeq_NZ_CP073628.1	IncFII	Gram-negative	IS26	145027-145819	152547-153366	6728	True	dfrA14	1
RefSeq_NZ_CP073628.1	IncFII	Gram-negative	IS26	152547-153366	166847-167666	13481	True	qnrB1,tet(A)	2
RefSeq_NZ_CP073628.1	IncFII	Gram-negative	IS26	169853-170673	173273-174092	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP073785.1	IncFII	Gram-negative	IS26	29776-30595	42804-43624	12209	True	sul1,cmlA5,aadA1,ere(A),arr-2	5
RefSeq_NZ_CP073785.1	IncFII	Gram-negative	IS26	42804-43624	46224-47043	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP073790.1	IncN	Gram-negative	IS26	6343-7162	8375-9194	1213	True	blaCTX-M-1	1
RefSeq_NZ_CP073922.1	IncFII	Gram-negative	IS26	4478-5297	6338-7157	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP073923.1	IncN	Gram-negative	IS26	27063-27883	50353-51172	22470	True	blaIMP-4	1
RefSeq_NZ_CP073937.1	IncX1	Gram-negative	IS1	10162-10929	35537-36304	24608	False	qnrB19,qnrB19,sul3,aadA1,cmlA1,aadA2,dfrA12	7
RefSeq_NZ_CP073937.1	IncX1	Gram-negative	IS26	17101-17920	18884-19703	964	True	qnrB19	1
RefSeq_NZ_CP073937.1	IncX1	Gram-negative	IS26	18884-19703	20667-21486	964	True	qnrB19	1
RefSeq_NZ_CP074014.1	IncN	Gram-negative	IS26	3532-4350	7131-7948	2781	True	aadA22,lnu(F)	2
RefSeq_NZ_CP074025.1	IncX1	Gram-negative	IS1	7712-8479	31240-32007	22761	True	dfrA12,aadA2,cmlA1,aadA1,sul3,blaCTX-M-32	6
RefSeq_NZ_CP074025.1	IncX1	Gram-negative	IS1	31240-32007	47554-48321	15547	True	tet(A)	1
RefSeq_NZ_CP074029.1	IncX1	Gram-negative	IS1	877-1644	12188-12955	10544	False	blaCTX-M-32	1
RefSeq_NZ_CP074029.1	IncX1	Gram-negative	IS26	21203-22022	22986-23805	964	True	qnrB19	1
RefSeq_NZ_CP074029.1	IncX1	Gram-negative	IS26	22986-23805	24769-25588	964	True	qnrB19	1
RefSeq_NZ_CP074029.1	IncX1	Gram-negative	IS26	24769-25588	26552-27371	964	True	qnrB19	1
RefSeq_NZ_CP074050.1	IncX1	Gram-negative	IS1	5312-6079	9145-9912	3066	False	aph(3'')-Ib,aph(6)-Id	2
RefSeq_NZ_CP074124.1	IncN	Gram-negative	IS26	22719-23540	32743-33562	9203	True	qnrS1	1
RefSeq_NZ_CP074357.1	IncN	Gram-negative	IS26	127276-128095	130346-131166	2251	True	dfrA14,arr-2	2
RefSeq_NZ_CP074357.1	IncN	Gram-negative	IS26	130346-131166	134719-135500	3553	True	mph(A),mrx(A)	2
RefSeq_NZ_CP074357.1	IncN	Gram-negative	IS26	134719-135500	152675-153494	17175	True	qnrS1,blaCTX-M-55,blaTEM-1,blaLAP-2	4
RefSeq_NZ_CP074357.1	IncN	Gram-negative	IS26	152675-153494	157250-158069	3756	True	aac(3)-IId	1
RefSeq_NZ_CP074357.1	IncN	Gram-negative	IS26	157250-158069	160850-161669	2781	True	aadA22,lnu(F)	2
RefSeq_NZ_CP074357.1	IncN	Gram-negative	IS26	160850-161669	184908-185728	23239	True	sul3,tet(A)	2
RefSeq_NZ_CP074357.1	IncN	Gram-negative	IS26	186711-187532	193995-194818	6463	True	floR	1
RefSeq_NZ_CP074524.1	IncFII	Gram-negative	IS1	65973-66685	87643-88410	20958	True	aph(3')-Ia,mph(A),mrx(A),sul1	4
RefSeq_NZ_CP074524.1	IncFII	Gram-negative	IS1	87643-88410	137785-138552	49375	True	aac(6')-Ib	1
RefSeq_NZ_CP074524.1	IncFII	Gram-negative	IS26	77699-78434	79475-80295	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP074536.1	IncFII	Gram-negative	IS1	64764-65476	96632-97399	31156	True	aph(3')-Ia,mph(A),mrx(A),sul1,aadA2,dfrA12,catA1	7
RefSeq_NZ_CP074536.1	IncFII	Gram-negative	IS26	76490-77225	78266-79086	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP074542.1	IncFII	Gram-negative	IS1	64773-65485	95314-96081	29829	True	aph(3')-Ia,mph(A),mrx(A),sul1,aadA2,dfrA12,catA1	7
RefSeq_NZ_CP074542.1	IncFII	Gram-negative	IS1	95314-96081	145456-146223	49375	True	aac(6')-Ib	1
RefSeq_NZ_CP074542.1	IncFII	Gram-negative	IS26	76499-77234	78275-79095	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP074554.1	IncFII	Gram-negative	IS26	60805-61624	69271-70091	7647	True	dfrA14	1
RefSeq_NZ_CP074559.1	IncFII	Gram-negative	IS1	64773-65485	95314-96081	29829	True	aph(3')-Ia,mph(A),mrx(A),sul1,aadA2,dfrA12,catA1	7
RefSeq_NZ_CP074559.1	IncFII	Gram-negative	IS26	76499-77234	78275-79095	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP074559.1	IncFII	Gram-negative	IS26	126248-127067	134714-135534	7647	True	dfrA14	1
RefSeq_NZ_CP074559.1	IncFII	Gram-negative	IS26	134714-135534	178870-179689	43336	True	blaSHV-12	1
RefSeq_NZ_CP074562.1	IncFII	Gram-negative	IS26	103506-104326	111973-112793	7647	True	dfrA14	1
RefSeq_NZ_CP074562.1	IncFII	Gram-negative	IS26	111973-112793	153908-154728	41115	True	mph(A),mrx(A),catA1	3
RefSeq_NZ_CP074581.1	IncFII	Gram-negative	IS26	33704-34524	48777-49569	14253	True	sul2,aph(3'')-Ib,aph(6)-Id,blaTEM-1,blaCTX-M-15	5
RefSeq_NZ_CP074581.1	IncFII	Gram-negative	IS26	48777-49569	56297-57116	6728	True	dfrA14	1
RefSeq_NZ_CP074581.1	IncFII	Gram-negative	IS26	56297-57116	70597-71416	13481	True	qnrB1,tet(A)	2
RefSeq_NZ_CP074581.1	IncFII	Gram-negative	IS26	73603-74423	77023-77842	2600	True	aac(3)-IIe	1
RefSeq_NZ_CP074703.1	IncFII	Gram-negative	IS26	37503-38322	42615-43434	4293	True	floR	1
RefSeq_NZ_CP074703.1	IncFII	Gram-negative	IS26	46467-47289	49092-49911	1803	True	blaTEM-1	1
RefSeq_NZ_CP074703.1	IncFII	Gram-negative	IS26	54297-55117	56158-56977	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP074703.1	IncFII	Gram-negative	IS26	56158-56977	65343-66163	8366	True	aac(3)-IId	1
RefSeq_NZ_CP074703.1	IncFII	Gram-negative	IS1	29178-29945	34102-34869	4157	False	tet(B)	1
RefSeq_NZ_CP075057.1	IncFII	Gram-negative	IS1	4995-5762	8652-9419	2890	False	tet(B)	1
RefSeq_NZ_CP075057.1	IncFII	Gram-negative	IS26	27766-28585	34192-35012	5607	True	aac(3)-IId	1
RefSeq_NZ_CP075064.1	IncN	Gram-negative	IS26	36756-37577	40073-40892	2496	True	fosA3	1
RefSeq_NZ_CP075253.1	IncFII	Gram-negative	IS26	94184-95003	96023-96842	1020	True	aph(3')-Ia	1
RefSeq_NZ_CP075261.1	IncX1	Gram-negative	IS26	136718-137538	150014-150833	12476	True	floR,tet(A)	2
RefSeq_NZ_CP075264.1	IncFII	Gram-negative	IS26	94184-95003	96044-96863	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP075272.1	IncFII	Gram-negative	IS26	94184-95003	96023-96842	1020	True	aph(3')-Ia	1
RefSeq_NZ_CP075278.1	IncFII	Gram-negative	IS26	39513-40333	61530-62351	21197	True	tet(A),floR,blaTEM-1,blaCTX-M-3,qnrS1	5
RefSeq_NZ_CP075288.1	IncFII	Gram-negative	IS26	115303-116123	117164-117899	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP075292.1	IncFII	Gram-negative	IS26	94184-95003	96044-96863	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP075297.1	IncFII	Gram-negative	IS26	94183-95002	96022-96841	1020	True	aph(3')-Ia	1
RefSeq_NZ_CP075304.1	IncFII	Gram-negative	IS26	94184-95003	96023-96842	1020	True	aph(3')-Ia	1
RefSeq_NZ_CP075310.1	IncFII	Gram-negative	IS26	5439-6260	21904-22729	15644	True	qnrS1,blaLAP-2,tet(A)	3
RefSeq_NZ_CP075453.1	IncFII	Gram-negative	IS26	94184-95003	96044-96863	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP075458.1	IncFII	Gram-negative	IS26	94173-94993	99777-100596	4784	True	aadA16,dfrA27,arr-3,aac(6')-Ib-cr5	4
RefSeq_NZ_CP075463.1	IncX1	Gram-negative	IS1	3933-4525	23469-24236	18944	True	mef(B),sul3,dfrA5	3
RefSeq_NZ_CP075463.1	IncX1	Gram-negative	IS1	23469-24236	52803-53570	28567	False	tet(X4),floR,tet(A),blaTEM-1,tet(M),qnrS1	6
RefSeq_NZ_CP075463.1	IncX1	Gram-negative	IS26	18362-19181	21182-22002	2001	True	dfrA5	1
RefSeq_NZ_CP075463.1	IncX1	Gram-negative	IS26	21182-22002	31676-32496	9674	True	tet(X4),floR	2
RefSeq_NZ_CP075463.1	IncX1	Gram-negative	IS26	31676-32496	47841-48660	15345	True	tet(A),blaTEM-1,tet(M)	3
RefSeq_NZ_CP075463.1	IncX1	Gram-negative	IS26	47841-48660	50064-50884	1404	True	qnrS1	1
RefSeq_NZ_CP075467.1	IncX1	Gram-negative	IS26	7300-8119	9523-10343	1404	True	qnrS1	1
RefSeq_NZ_CP075467.1	IncX1	Gram-negative	IS26	28671-29491	31492-32311	2001	True	dfrA5	1
RefSeq_NZ_CP075467.1	IncX1	Gram-negative	IS1	20348-21115	46148-46740	25033	True	tet(X4),dfrA5,sul3,mef(B)	4
RefSeq_NZ_CP075470.1	IncX1	Gram-negative	IS26	18362-19181	21182-22002	2001	True	dfrA5	1
RefSeq_NZ_CP075470.1	IncX1	Gram-negative	IS26	21182-22002	35608-36428	13606	True	tet(X4),floR	2
RefSeq_NZ_CP075470.1	IncX1	Gram-negative	IS26	35608-36428	51773-52592	15345	True	tet(A),blaTEM-1,tet(M)	3
RefSeq_NZ_CP075470.1	IncX1	Gram-negative	IS26	51773-52592	53996-54816	1404	True	qnrS1	1
RefSeq_NZ_CP075471.1	IncX1	Gram-negative	IS26	1-820	2821-3640	2001	True	dfrA5	1
RefSeq_NZ_CP075471.1	IncX1	Gram-negative	IS26	69334-70154	71558-72377	1404	True	qnrS1	1
RefSeq_NZ_CP075471.1	IncX1	Gram-negative	IS26	71558-72377	87722-88542	15345	True	tet(M),blaTEM-1,tet(A)	3
RefSeq_NZ_CP075473.1	IncX1	Gram-negative	IS26	1-820	2821-3640	2001	True	dfrA5	1
RefSeq_NZ_CP075473.1	IncX1	Gram-negative	IS26	69291-70111	71515-72334	1404	True	qnrS1	1
RefSeq_NZ_CP075479.1	IncX1	Gram-negative	IS26	11544-12363	13767-14587	1404	True	qnrS1	1
RefSeq_NZ_CP075479.1	IncX1	Gram-negative	IS26	67230-68050	70051-70870	2001	True	dfrA5	1
RefSeq_NZ_CP075479.1	IncX1	Gram-negative	IS26	81357-82176	97507-98327	15331	True	tet(X4),floR	2
RefSeq_NZ_CP075479.1	IncX1	Gram-negative	IS1	65168-65760	84707-85299	18947	False	dfrA5,sul3,mef(B)	3
RefSeq_NZ_CP075481.1	IncX1	Gram-negative	IS1	3933-4525	29544-30311	25019	False	mef(B),sul3,dfrA5,tet(X4)	4
RefSeq_NZ_CP075481.1	IncX1	Gram-negative	IS1	29544-30311	58505-59272	28194	True	floR,tet(A),blaTEM-1,tet(M),qnrS1	5
RefSeq_NZ_CP075481.1	IncX1	Gram-negative	IS26	18362-19181	21182-22002	2001	True	dfrA5	1
RefSeq_NZ_CP075481.1	IncX1	Gram-negative	IS26	37378-38198	53543-54362	15345	True	tet(A),blaTEM-1,tet(M)	3
RefSeq_NZ_CP075481.1	IncX1	Gram-negative	IS26	53543-54362	55766-56586	1404	True	qnrS1	1
RefSeq_NZ_CP075485.1	IncX1	Gram-negative	IS26	7936-8756	24101-24920	15345	True	tet(A),blaTEM-1,tet(M)	3
RefSeq_NZ_CP075485.1	IncX1	Gram-negative	IS26	24101-24920	26324-27144	1404	True	qnrS1	1
RefSeq_NZ_CP075485.1	IncX1	Gram-negative	IS26	92611-93430	95431-96251	2001	True	dfrA5	1
RefSeq_NZ_CP075486.1	IncX1	Gram-negative	IS26	1-758	2759-3578	2001	True	dfrA5	1
RefSeq_NZ_CP075486.1	IncX1	Gram-negative	IS26	69229-70049	71453-72272	1404	True	qnrS1	1
RefSeq_NZ_CP075486.1	IncX1	Gram-negative	IS26	71453-72272	87617-88437	15345	True	tet(M),blaTEM-1,tet(A)	3
RefSeq_NZ_CP075549.1	IncFII	Gram-negative	IS26	94184-95003	96044-96863	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP075554.1	IncFII	Gram-negative	IS26	24401-25220	26261-27080	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP075554.1	IncFII	Gram-negative	IS26	39926-40746	61943-62764	21197	True	tet(A),floR,blaTEM-1,blaCTX-M-3,qnrS1	5
RefSeq_NZ_CP075724.1	IncX1	Gram-negative	IS1	31713-32480	57200-57967	24720	False	estX,aadA1,blaTEM-1	3
RefSeq_NZ_CP075724.1	IncX1	Gram-negative	IS26	39198-40021	48528-49353	8507	True	estX,aadA1,blaTEM-1	3
RefSeq_NZ_CP075724.1	IncX1	Gram-negative	IS26	69048-69655	72910-73729	3255	True	tet(M)	1
RefSeq_NZ_CP075724.1	IncX1	Gram-negative	IS26	72910-73729	74770-75589	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP075738.1	IncN	Gram-negative	IS26	98497-99317	103217-104043	3900	True	aph(3'')-Ib,aph(6)-Id,aph(3')-Ia	3
RefSeq_NZ_CP075738.1	IncN	Gram-negative	IS26	196611-197430	201580-202399	4150	True	aac(3)-IId	1
RefSeq_NZ_CP075738.1	IncN	Gram-negative	IS26	201580-202399	211462-212282	9063	True	qnrS1,blaCTX-M-55	2
RefSeq_NZ_CP076032.1	IncFII	Gram-negative	IS26	40770-41589	42630-43449	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP076032.1	IncFII	Gram-negative	IS26	44785-45604	47004-47824	1400	True	catA2	1
RefSeq_NZ_CP076032.1	IncFII	Gram-negative	IS26	47004-47824	64698-65521	16874	True	mph(A),mrx(A),sul1,qnrB6,sul1,aadA16,dfrA27,arr-3,aac(6')-Ib-cr5	9
RefSeq_NZ_CP076034.1	IncFII	Gram-negative	IS26	24876-25695	30889-31710	5194	True	oqxB,oqxA2	2
RefSeq_NZ_CP076034.1	IncFII	Gram-negative	IS26	30889-31710	34206-35025	2496	True	fosA3	1
RefSeq_NZ_CP076107.1	IncFII	Gram-negative	IS26	221580-222430	225474-226294	3044	True	tet(D)	1
RefSeq_NZ_CP076345.1	IncFII	Gram-negative	IS26	41282-42101	52067-52888	9966	True	dfrA17,aadA5,sul1,mrx(A),mph(A)	5
RefSeq_NZ_CP076345.1	IncFII	Gram-negative	IS26	52067-52888	59545-60364	6657	True	sul2,aph(3'')-Ib,aph(6)-Id,tet(A)	4
RefSeq_NZ_CP076519.1	IncFII	Gram-negative	IS26	161477-162296	163337-164156	1041	True	aph(3')-Ia	1
RefSeq_NZ_CP076520.1	IncX1	Gram-negative	IS26	53191-54010	55095-55914	1085	True	rmtB1	1
RefSeq_NZ_CP076529.1	IncFII	Gram-negative	IS1	4995-5762	8630-9397	2868	False	tet(B)	1
RefSeq_NZ_CP076529.1	IncFII	Gram-negative	IS1	8630-9397	57846-58613	48449	True	aph(6)-Id,aph(3'')-Ib,sul2,aac(3)-IId,blaTEM-1	5
RefSeq_NZ_CP076529.1	IncFII	Gram-negative	IS26	14895-15715	20250-21070	4535	True	aac(3)-IId	1
RefSeq_NZ_CP076554.1	IncFII	Gram-negative	IS26	4393-5212	9237-10057	4025	True	blaCTX-M-65	1
RefSeq_NZ_CP076554.1	IncFII	Gram-negative	IS26	52158-52978	60091-60912	7113	True	blaSHV-12	1
RefSeq_NZ_CP076649.1	IncX1	Gram-negative	IS26	26591-27410	32703-33522	5293	True	dfrA14,aadA1,blaOXA-10,cmlA5,arr-2	5
RefSeq_NZ_CP076649.1	IncX1	Gram-negative	IS26	32703-33522	38128-38947	4606	True	tet(A)	1
RefSeq_NZ_CP076649.1	IncX1	Gram-negative	IS26	38128-38947	50323-51144	11376	True	floR,tet(A),aph(6)-Id,aph(3'')-Ib,sul2	5
RefSeq_NZ_CP076649.1	IncX1	Gram-negative	IS26	50323-51144	53640-54461	2496	True	fosA3	1
