source_file	inc_group	organism_category	is_family	pident	align_length	ref_length	coverage	q_start	q_end	strand	evalue	bitscore	plasmid_length
RefSeq_NZ_LR890370.1	IncFII	Gram-negative	IS1	98.438	768	768	1.0	106772	107537	-	0.0	1329.0	234772
RefSeq_NZ_LR890370.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	119456	120223	+	0.0	1070.0	234772
RefSeq_NZ_LR890370.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13329	14096	-	0.0	1070.0	234772
RefSeq_NZ_LR890370.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	64728	65440	+	0.0	1048.0	234772
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	139091	140746	+	0.0	2987.0	243634
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	129819	130639	+	0.0	1481.0	243634
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	161614	162433	-	0.0	1480.0	243634
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	147314	148133	-	0.0	1480.0	243634
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	144308	145127	+	0.0	1480.0	243634
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	178009	178828	-	0.0	1475.0	243634
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	125118	125937	+	0.0	1475.0	243634
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	172599	173418	+	0.0	1475.0	243634
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	169161	169953	-	0.0	1426.0	243634
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS1	99.609	768	768	1.0	106773	107540	-	0.0	1372.0	243634
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS1	98.713	777	768	1.012	236962	237738	+	0.0	1361.0	243634
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	119459	120226	+	0.0	1070.0	243634
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13329	14096	-	0.0	1070.0	243634
RefSeq_NZ_LR890375.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	64728	65440	+	0.0	1048.0	243634
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	140313	141968	+	0.0	2987.0	244759
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	131041	131861	+	0.0	1481.0	244759
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	170940	171759	-	0.0	1480.0	244759
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	156640	157459	-	0.0	1480.0	244759
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	153634	154453	+	0.0	1480.0	244759
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	126340	127159	+	0.0	1475.0	244759
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	173821	174640	+	0.0	1475.0	244759
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	178968	179787	+	0.0	1475.0	244759
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	146114	146906	+	0.0	1426.0	244759
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS1	98.568	768	768	1.0	238184	238949	+	0.0	1333.0	244759
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS1	98.438	768	768	1.0	107997	108762	-	0.0	1329.0	244759
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	120681	121448	+	0.0	1070.0	244759
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	14554	15321	-	0.0	1070.0	244759
RefSeq_NZ_LR890385.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	65953	66665	+	0.0	1048.0	244759
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	140313	141968	+	0.0	2987.0	244845
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	131041	131861	+	0.0	1481.0	244845
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	170940	171759	-	0.0	1480.0	244845
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	156640	157459	-	0.0	1480.0	244845
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	153634	154453	+	0.0	1480.0	244845
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	179231	180050	-	0.0	1475.0	244845
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	126340	127159	+	0.0	1475.0	244845
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	173821	174640	+	0.0	1475.0	244845
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	146114	146906	+	0.0	1426.0	244845
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS1	98.568	768	768	1.0	238184	238949	+	0.0	1333.0	244845
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS1	98.438	768	768	1.0	107997	108762	-	0.0	1329.0	244845
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	120681	121448	+	0.0	1070.0	244845
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	14554	15321	-	0.0	1070.0	244845
RefSeq_NZ_LR890392.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	65953	66665	+	0.0	1048.0	244845
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	175893	177548	-	0.0	2987.0	227214
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	181502	182321	-	0.0	1480.0	227214
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	171525	172344	-	0.0	1480.0	227214
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	167302	168121	-	0.0	1480.0	227214
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	178496	179315	+	0.0	1480.0	227214
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	185692	186512	-	0.0	1477.0	227214
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	130938	131758	-	0.0	1477.0	227214
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	134760	135580	+	0.0	1477.0	227214
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS26	100.0	736	859	0.857	132799	133534	-	0.0	1328.0	227214
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	226447	227214	-	0.0	1386.0	227214
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	183975	184742	-	0.0	1386.0	227214
RefSeq_NZ_LR890396.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	143221	143933	-	0.0	1048.0	227214
RefSeq_NZ_LR890411.1	IncFII	Gram-negative	IS10	99.72	1072	1329	0.807	12419	13490	-	0.0	1920.0	52208
RefSeq_NZ_LR890411.1	IncFII	Gram-negative	IS10	99.901	1012	1329	0.761	11407	12418	-	0.0	1821.0	52208
RefSeq_NZ_LR890411.1	IncFII	Gram-negative	IS26	99.635	821	859	0.956	10590	11410	+	0.0	1468.0	52208
RefSeq_NZ_LR890411.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	14503	15322	-	0.0	1466.0	52208
RefSeq_NZ_LR890411.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	8225	9044	-	0.0	1466.0	52208
RefSeq_NZ_LR890411.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	48568	49335	-	0.0	1350.0	52208
RefSeq_NZ_LR890411.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	49528	50295	+	0.0	1350.0	52208
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	139088	140743	+	0.0	2987.0	243620
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	129816	130636	+	0.0	1481.0	243620
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	161611	162430	-	0.0	1480.0	243620
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	147311	148130	-	0.0	1480.0	243620
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	144305	145124	+	0.0	1480.0	243620
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	178006	178825	-	0.0	1475.0	243620
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	125115	125934	+	0.0	1475.0	243620
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	172596	173415	+	0.0	1475.0	243620
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	169158	169950	-	0.0	1426.0	243620
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS1	98.568	768	768	1.0	236959	237724	+	0.0	1333.0	243620
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS1	98.438	768	768	1.0	106772	107537	-	0.0	1329.0	243620
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	119456	120223	+	0.0	1070.0	243620
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13329	14096	-	0.0	1070.0	243620
RefSeq_NZ_LR890416.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	64728	65440	+	0.0	1048.0	243620
RefSeq_NZ_LR890423.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	72776	73596	+	0.0	1481.0	152399
RefSeq_NZ_LR890423.1	IncFII	Gram-negative	IS1	88.802	768	768	1.0	65104	65859	+	0.0	1004.0	152399
RefSeq_NZ_LR890427.1	IncFII	Gram-negative	IS1	90.625	768	768	1.0	76919	77686	+	0.0	1061.0	161308
RefSeq_NZ_LR890427.1	IncFII	Gram-negative	IS1	90.625	768	768	1.0	81909	82676	-	0.0	1061.0	161308
RefSeq_NZ_LR890430.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	7173	7992	-	0.0	1480.0	70656
RefSeq_NZ_LR890430.1	IncFII	Gram-negative	IS1	99.87	768	768	1.0	9730	10497	+	0.0	1381.0	70656
RefSeq_NZ_LR890447.1	IncFII	Gram-negative	IS1	98.698	768	768	1.0	85069	85835	-	0.0	1337.0	158730
RefSeq_NZ_LR890467.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	52110	52931	-	0.0	1483.0	160530
RefSeq_NZ_LR890467.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	71713	72532	+	0.0	1480.0	160530
RefSeq_NZ_LR890467.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	76973	77792	+	0.0	1480.0	160530
RefSeq_NZ_LR890467.1	IncFII	Gram-negative	IS26	99.635	822	859	0.957	58443	59264	-	0.0	1470.0	160530
RefSeq_NZ_LR890467.1	IncFII	Gram-negative	IS26	99.514	823	859	0.958	62855	63677	+	0.0	1467.0	160530
RefSeq_NZ_LR890467.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	41325	42144	-	0.0	1466.0	160530
RefSeq_NZ_LR890467.1	IncFII	Gram-negative	IS1	99.609	768	768	1.0	157627	158394	-	0.0	1372.0	160530
RefSeq_NZ_LR890467.1	IncFII	Gram-negative	IS1	98.568	768	768	1.0	145252	146019	-	0.0	1336.0	160530
RefSeq_NZ_LR890467.1	IncFII	Gram-negative	IS1	97.266	768	768	1.0	40342	41109	+	0.0	1291.0	160530
RefSeq_NZ_LR890467.1	IncFII	Gram-negative	IS1	93.099	768	768	1.0	101689	102456	-	0.0	1147.0	160530
RefSeq_NZ_LR890472.1	IncFII	Gram-negative	IS1	98.828	768	768	1.0	94929	95695	-	0.0	1342.0	177028
RefSeq_NZ_LR890472.1	IncFII	Gram-negative	IS1	91.016	768	768	1.0	5426	6193	-	0.0	1075.0	177028
RefSeq_NZ_LR890472.1	IncFII	Gram-negative	IS1	90.234	768	768	1.0	120573	121340	-	0.0	1048.0	177028
RefSeq_NZ_LR890472.1	IncFII	Gram-negative	IS1	89.844	768	768	1.0	105654	106421	-	0.0	1034.0	177028
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	140313	141968	+	0.0	2987.0	244845
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	131041	131861	+	0.0	1481.0	244845
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	170940	171759	-	0.0	1480.0	244845
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	156640	157459	-	0.0	1480.0	244845
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	153634	154453	+	0.0	1480.0	244845
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	179231	180050	-	0.0	1475.0	244845
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	126340	127159	+	0.0	1475.0	244845
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	173821	174640	+	0.0	1475.0	244845
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	146114	146906	+	0.0	1426.0	244845
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS1	98.568	768	768	1.0	238184	238949	+	0.0	1333.0	244845
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS1	98.438	768	768	1.0	107997	108762	-	0.0	1329.0	244845
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	120681	121448	+	0.0	1070.0	244845
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	14554	15321	-	0.0	1070.0	244845
RefSeq_NZ_LR890485.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	65953	66665	+	0.0	1048.0	244845
RefSeq_NZ_LR890501.1	IncFII	Gram-negative	IS1	90.625	768	768	1.0	76919	77686	+	0.0	1061.0	161308
RefSeq_NZ_LR890501.1	IncFII	Gram-negative	IS1	90.625	768	768	1.0	81909	82676	-	0.0	1061.0	161308
RefSeq_NZ_LR890504.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	7173	7992	-	0.0	1480.0	70656
RefSeq_NZ_LR890504.1	IncFII	Gram-negative	IS1	99.87	768	768	1.0	9730	10497	+	0.0	1381.0	70656
RefSeq_NZ_LR890510.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	7200	8019	-	0.0	1480.0	69018
RefSeq_NZ_LR890510.1	IncFII	Gram-negative	IS1	99.87	768	768	1.0	9757	10524	+	0.0	1381.0	69018
RefSeq_NZ_LR890537.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	37555	38375	+	0.0	1481.0	158162
RefSeq_NZ_LR890537.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	32668	33487	-	0.0	1480.0	158162
RefSeq_NZ_LR890537.1	IncFII	Gram-negative	IS26	99.756	821	859	0.956	19539	20359	+	0.0	1472.0	158162
RefSeq_NZ_LR890537.1	IncFII	Gram-negative	IS26	99.756	820	859	0.955	78923	79742	-	0.0	1471.0	158162
RefSeq_NZ_LR890537.1	IncFII	Gram-negative	IS1	100.0	768	768	1.0	62243	63010	+	0.0	1386.0	158162
RefSeq_NZ_LR890537.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	139337	140104	-	0.0	1350.0	158162
RefSeq_NZ_LR890537.1	IncFII	Gram-negative	IS1	98.958	768	768	1.0	155482	156249	+	0.0	1350.0	158162
RefSeq_NZ_LR890537.1	IncFII	Gram-negative	IS1	97.266	768	768	1.0	67066	67833	-	0.0	1291.0	158162
RefSeq_NZ_LR890537.1	IncFII	Gram-negative	IS1	93.099	768	768	1.0	92001	92768	-	0.0	1147.0	158162
RefSeq_NZ_LR890549.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	73116	73936	-	0.0	1481.0	147932
RefSeq_NZ_LR890549.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	147932
RefSeq_NZ_LR890549.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	64763	65475	+	0.0	1048.0	147932
RefSeq_NZ_LR890565.1	IncFII	Gram-negative	ISEcp1	100.0	1499	1656	0.905	227192	228690	+	0.0	2704.0	228690
RefSeq_NZ_LR890565.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	217920	218740	+	0.0	1481.0	228690
RefSeq_NZ_LR890565.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	15855	16674	+	0.0	1480.0	228690
RefSeq_NZ_LR890565.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	12974	13793	-	0.0	1480.0	228690
RefSeq_NZ_LR890565.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	21265	22084	-	0.0	1475.0	228690
RefSeq_NZ_LR890565.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	213219	214038	+	0.0	1475.0	228690
RefSeq_NZ_LR890565.1	IncFII	Gram-negative	IS1	98.568	768	768	1.0	80218	80983	+	0.0	1333.0	228690
RefSeq_NZ_LR890565.1	IncFII	Gram-negative	IS1	98.438	768	768	1.0	194876	195641	-	0.0	1329.0	228690
RefSeq_NZ_LR890565.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	101433	102200	-	0.0	1070.0	228690
RefSeq_NZ_LR890565.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	207560	208327	+	0.0	1070.0	228690
RefSeq_NZ_LR890565.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	152832	153544	+	0.0	1048.0	228690
RefSeq_NZ_LR890570.1	IncFII	Gram-negative	IS1	98.698	768	768	1.0	180066	180831	+	0.0	1338.0	186641
RefSeq_NZ_LR890570.1	IncFII	Gram-negative	IS1	98.568	768	768	1.0	103763	104529	-	0.0	1333.0	186641
RefSeq_NZ_LR890570.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	63091	63803	+	0.0	1048.0	186641
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	139088	140743	+	0.0	2987.0	227807
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	129816	130636	+	0.0	1481.0	227807
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	152409	153228	+	0.0	1480.0	227807
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	162193	163012	-	0.0	1475.0	227807
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	158180	158999	-	0.0	1475.0	227807
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	125115	125934	+	0.0	1475.0	227807
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	155955	156774	+	0.0	1475.0	227807
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	144889	145681	+	0.0	1426.0	227807
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS26	100.0	665	859	0.774	153229	153893	-	0.0	1200.0	227807
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS1	98.568	768	768	1.0	221146	221911	+	0.0	1333.0	227807
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS1	98.438	768	768	1.0	106772	107537	-	0.0	1329.0	227807
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	119456	120223	+	0.0	1070.0	227807
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13329	14096	-	0.0	1070.0	227807
RefSeq_NZ_LR890572.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	64728	65440	+	0.0	1048.0	227807
RefSeq_NZ_LR890607.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	56998	57817	+	0.0	1480.0	126618
RefSeq_NZ_LR890607.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	41316	42135	-	0.0	1480.0	126618
RefSeq_NZ_LR890607.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	52110	52930	-	0.0	1477.0	126618
RefSeq_NZ_LR890607.1	IncFII	Gram-negative	IS1	99.609	768	768	1.0	123715	124482	-	0.0	1372.0	126618
RefSeq_NZ_LR890607.1	IncFII	Gram-negative	IS1	99.609	768	768	1.0	118742	119509	+	0.0	1372.0	126618
RefSeq_NZ_LR890607.1	IncFII	Gram-negative	IS1	98.568	768	768	1.0	110115	110882	-	0.0	1336.0	126618
RefSeq_NZ_LR890607.1	IncFII	Gram-negative	IS1	97.266	768	768	1.0	40333	41100	+	0.0	1291.0	126618
RefSeq_NZ_LR890607.1	IncFII	Gram-negative	IS1	93.099	768	768	1.0	81722	82489	-	0.0	1147.0	126618
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	88371	90026	+	0.0	2987.0	269043
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS10	99.802	1012	1329	0.761	99586	100597	-	0.0	1817.0	269043
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS26	99.4	834	859	0.971	115268	116101	-	0.0	1482.0	269043
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	167451	168274	+	0.0	1482.0	269043
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	94132	94952	+	0.0	1481.0	269043
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	104124	104943	+	0.0	1480.0	269043
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	67891	68710	+	0.0	1475.0	269043
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	165232	166051	+	0.0	1475.0	269043
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS26	99.635	821	859	0.956	98769	99589	+	0.0	1468.0	269043
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS1	98.698	768	768	1.0	262468	263233	+	0.0	1338.0	269043
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS1	98.438	768	768	1.0	184577	185342	-	0.0	1329.0	269043
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13328	14095	-	0.0	1070.0	269043
RefSeq_NZ_LR890617.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	155386	156098	-	0.0	1048.0	269043
RefSeq_NZ_LR890618.1	IncFII	Gram-negative	IS1	91.797	768	768	1.0	38761	39528	-	0.0	1102.0	75695
RefSeq_NZ_LR890659.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	61808	62627	-	0.0	1475.0	147079
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	139091	140746	+	0.0	2987.0	243460
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	129819	130639	+	0.0	1481.0	243460
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	161614	162433	-	0.0	1480.0	243460
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	147314	148133	-	0.0	1480.0	243460
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	144308	145127	+	0.0	1480.0	243460
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	178009	178828	-	0.0	1475.0	243460
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	125118	125937	+	0.0	1475.0	243460
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	172599	173418	+	0.0	1475.0	243460
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	169161	169953	-	0.0	1426.0	243460
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS1	99.349	768	768	1.0	106773	107540	-	0.0	1363.0	243460
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	119459	120226	+	0.0	1070.0	243460
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13329	14096	-	0.0	1070.0	243460
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	64728	65440	+	0.0	1048.0	243460
RefSeq_NZ_LR890680.1	IncFII	Gram-negative	IS1	98.48	592	768	0.771	236995	237586	+	0.0	1031.0	243460
RefSeq_NZ_LR890694.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	28722	29541	+	0.0	1480.0	112822
RefSeq_NZ_LR890694.1	IncFII	Gram-negative	IS26	99.635	821	859	0.956	24301	25121	-	0.0	1468.0	112822
RefSeq_NZ_LR890694.1	IncFII	Gram-negative	IS1	99.609	768	768	1.0	109919	110686	-	0.0	1372.0	112822
RefSeq_NZ_LR890694.1	IncFII	Gram-negative	IS1	98.568	768	768	1.0	101591	102358	-	0.0	1336.0	112822
RefSeq_NZ_LR890703.1	IncFII	Gram-negative	IS1	90.625	768	768	1.0	76919	77686	+	0.0	1061.0	161308
RefSeq_NZ_LR890703.1	IncFII	Gram-negative	IS1	90.625	768	768	1.0	81909	82676	-	0.0	1061.0	161308
RefSeq_NZ_LR890706.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	7173	7992	-	0.0	1480.0	70656
RefSeq_NZ_LR890706.1	IncFII	Gram-negative	IS1	99.87	768	768	1.0	9730	10497	+	0.0	1381.0	70656
RefSeq_NZ_LR890711.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	77781	78601	-	0.0	1477.0	214404
RefSeq_NZ_LR890711.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	67893	68712	+	0.0	1475.0	214404
RefSeq_NZ_LR890711.1	IncFII	Gram-negative	IS1	98.698	768	768	1.0	207829	208594	+	0.0	1338.0	214404
RefSeq_NZ_LR890711.1	IncFII	Gram-negative	IS1	98.307	768	768	1.0	127136	127901	-	0.0	1324.0	214404
RefSeq_NZ_LR890711.1	IncFII	Gram-negative	IS1	90.885	768	768	1.0	13329	14096	-	0.0	1070.0	214404
RefSeq_NZ_LR890711.1	IncFII	Gram-negative	IS1	92.567	713	768	0.928	87747	88459	+	0.0	1048.0	214404
RefSeq_NZ_LR890723.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	149025	149845	+	0.0	1481.0	225937
RefSeq_NZ_LR890723.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	128411	129231	+	0.0	1481.0	225937
