source_file	inc_group	organism_category	is_family	pident	align_length	ref_length	coverage	q_start	q_end	s_start	s_end	evalue	bitscore	plasmid_length
RefSeq_NZ_CP095570.1	IncFII	Gram-negative	ISEcp1	99.759	1657	1656	1.001	55198	56851	1	1656	0.0	2957.0	304659
RefSeq_NZ_CP095570.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	104788	105609	841	20	0.0	1483.0	304659
RefSeq_NZ_CP095570.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	100867	101686	22	841	0.0	1480.0	304659
RefSeq_NZ_CP095570.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	102949	103768	841	22	0.0	1480.0	304659
RefSeq_NZ_CP095570.1	IncFII	Gram-negative	IS26	99.616	782	859	0.91	259811	260592	22	803	0.0	1397.0	304659
RefSeq_NZ_CP095571.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	46115	47770	1656	1	0.0	2987.0	133339
RefSeq_NZ_CP095571.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	64316	65139	845	22	0.0	1482.0	133339
RefSeq_NZ_CP095571.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	45234	46053	22	841	0.0	1480.0	133339
RefSeq_NZ_CP095571.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	51857	52676	841	22	0.0	1480.0	133339
RefSeq_NZ_CP095571.1	IncFII	Gram-negative	IS26	99.639	830	859	0.966	83483	84310	13	842	0.0	1477.0	133339
RefSeq_NZ_CP095571.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	39064	39884	22	842	0.0	1477.0	133339
RefSeq_NZ_CP095596.1	IncFII	Gram-negative	IS1	99.813	3752	5747	0.653	29341	33092	5747	1997	0.0	6732.0	119165
RefSeq_NZ_CP095596.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	20870	22525	1656	1	0.0	2987.0	119165
RefSeq_NZ_CP095596.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	3538	4358	842	22	0.0	1481.0	119165
RefSeq_NZ_CP095596.1	IncFII	Gram-negative	IS26	99.771	437	859	0.509	27698	28134	458	22	0.0	784.0	119165
RefSeq_NZ_CP095598.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	79474	80294	22	842	0.0	1481.0	168536
RefSeq_NZ_CP095598.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	69923	70744	843	21	0.0	1477.0	168536
RefSeq_NZ_CP095600.1	IncFII	Gram-negative	ISEcp1	100.0	1110	1656	0.67	13294	14403	1	1110	0.0	2003.0	143287
RefSeq_NZ_CP095600.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	22296	23116	22	842	0.0	1481.0	143287
RefSeq_NZ_CP095600.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	3452	4272	842	22	0.0	1481.0	143287
RefSeq_NZ_CP095600.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	8388	9207	22	841	0.0	1480.0	143287
RefSeq_NZ_CP095600.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	25131	25950	841	22	0.0	1480.0	143287
RefSeq_NZ_CP095600.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	14404	15223	841	22	0.0	1480.0	143287
RefSeq_NZ_CP095600.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	31300	32120	842	22	0.0	1477.0	143287
RefSeq_NZ_CP095602.1	IncFII	Gram-negative	ISEcp1	99.699	1659	1656	1.002	22224	23881	1656	1	0.0	2960.0	152803
RefSeq_NZ_CP095602.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	14123	14943	21	841	0.0	1481.0	152803
RefSeq_NZ_CP095602.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	17130	17950	841	21	0.0	1481.0	152803
RefSeq_NZ_CP095602.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	53118	53938	842	22	0.0	1481.0	152803
RefSeq_NZ_CP095602.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	3553	4373	842	22	0.0	1481.0	152803
RefSeq_NZ_CP095602.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	57498	58318	22	842	0.0	1477.0	152803
RefSeq_NZ_CP095602.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	10605	11424	22	841	0.0	1475.0	152803
RefSeq_NZ_CP095602.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	59642	60461	841	22	0.0	1475.0	152803
RefSeq_NZ_CP095602.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	36511	37330	841	22	0.0	1466.0	152803
RefSeq_NZ_CP095602.1	IncFII	Gram-negative	IS26	100.0	716	859	0.834	17950	18665	737	22	0.0	1292.0	152803
RefSeq_NZ_CP095604.1	IncFII	Gram-negative	IS26	99.758	828	859	0.964	3233	4060	842	15	0.0	1485.0	141563
RefSeq_NZ_CP095604.1	IncFII	Gram-negative	IS26	99.274	827	859	0.963	30387	31212	22	846	0.0	1454.0	141563
RefSeq_NZ_CP095607.1	IncFII	Gram-negative	IS10	99.659	3224	4029	0.8	3841	7064	4029	806	0.0	5765.0	107568
RefSeq_NZ_CP095607.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	24586	25405	22	841	0.0	1480.0	107568
RefSeq_NZ_CP095607.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	38354	39173	22	841	0.0	1480.0	107568
RefSeq_NZ_CP095607.1	IncFII	Gram-negative	IS26	99.756	821	859	0.956	33475	34294	842	22	0.0	1469.0	107568
RefSeq_NZ_CP095612.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	3233	4054	842	21	0.0	1483.0	141335
RefSeq_NZ_CP095612.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	5126	5945	22	841	0.0	1480.0	141335
RefSeq_NZ_CP095635.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	79846	80666	842	22	0.0	1481.0	150905
RefSeq_NZ_CP095635.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	94303	95123	22	842	0.0	1481.0	150905
RefSeq_NZ_CP095636.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	74291	75111	22	842	0.0	1481.0	163353
RefSeq_NZ_CP095636.1	IncFII	Gram-negative	IS26	99.757	823	859	0.958	64741	65561	843	21	0.0	1473.0	163353
RefSeq_NZ_CP095637.1	IncFII	Gram-negative	IS26	99.512	820	859	0.955	22562	23379	22	841	0.0	1454.0	127798
RefSeq_NZ_CP095637.1	IncFII	Gram-negative	IS26	98.547	826	859	0.962	31458	32279	842	22	0.0	1431.0	127798
RefSeq_NZ_CP095637.1	IncFII	Gram-negative	IS903	99.091	550	550	1.0	77020	77569	550	1	0.0	970.0	127798
RefSeq_NZ_CP095638.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	20279	21934	1656	1	0.0	2987.0	155093
RefSeq_NZ_CP095638.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	80088	80909	842	21	0.0	1483.0	155093
RefSeq_NZ_CP095638.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	22102	22922	842	22	0.0	1481.0	155093
RefSeq_NZ_CP095638.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	12892	13711	22	841	0.0	1480.0	155093
RefSeq_NZ_CP095638.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	15898	16717	841	22	0.0	1480.0	155093
RefSeq_NZ_CP095638.1	IncFII	Gram-negative	IS26	99.757	824	859	0.959	87067	87890	845	22	0.0	1478.0	155093
RefSeq_NZ_CP095638.1	IncFII	Gram-negative	IS26	99.395	826	859	0.962	71142	71967	19	844	0.0	1468.0	155093
RefSeq_NZ_CP095638.1	IncFII	Gram-negative	IS26	99.635	821	859	0.956	109572	110392	842	22	0.0	1468.0	155093
RefSeq_NZ_CP095638.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	97957	98776	22	841	0.0	1466.0	155093
RefSeq_NZ_CP095638.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	99359	100178	22	841	0.0	1466.0	155093
RefSeq_NZ_CP095638.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	39115	39934	841	22	0.0	1466.0	155093
RefSeq_NZ_CP095638.1	IncFII	Gram-negative	IS26	99.869	765	859	0.891	87891	88655	786	22	0.0	1376.0	155093
RefSeq_NZ_CP095638.1	IncFII	Gram-negative	IS903	91.391	302	550	0.549	114154	114455	302	1	2.04e-119	428.0	155093
RefSeq_NZ_CP095646.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	126429	128084	1	1656	0.0	2987.0	215581
RefSeq_NZ_CP095646.1	IncFII	Gram-negative	ISEcp1	99.911	1124	1656	0.679	107292	108415	1	1124	0.0	2023.0	215581
RefSeq_NZ_CP095646.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	135061	135881	842	22	0.0	1481.0	215581
RefSeq_NZ_CP095646.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	142114	142934	22	842	0.0	1481.0	215581
RefSeq_NZ_CP095646.1	IncFII	Gram-negative	IS26	99.756	821	859	0.956	116792	117612	842	22	0.0	1472.0	215581
RefSeq_NZ_CP095647.1	IncFII	Gram-negative	ISEcp1	99.699	1659	1656	1.002	97387	99044	1656	1	0.0	2960.0	143314
RefSeq_NZ_CP095647.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	113618	114441	845	22	0.0	1482.0	143314
RefSeq_NZ_CP095647.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	93005	93825	842	22	0.0	1481.0	143314
RefSeq_NZ_CP095647.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	137662	138482	22	842	0.0	1481.0	143314
RefSeq_NZ_CP095647.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	103128	103947	841	22	0.0	1480.0	143314
RefSeq_NZ_CP095647.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	119791	120611	842	22	0.0	1477.0	143314
RefSeq_NZ_CP095651.1	IncFII	Gram-negative	IS26	99.758	826	859	0.962	15290	16115	847	22	0.0	1481.0	79189
RefSeq_NZ_CP095651.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	21239	22059	22	842	0.0	1481.0	79189
RefSeq_NZ_CP095651.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	26527	27347	22	842	0.0	1481.0	79189
RefSeq_NZ_CP095651.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	17923	18742	22	841	0.0	1480.0	79189
RefSeq_NZ_CP095651.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	35773	36592	22	841	0.0	1480.0	79189
RefSeq_NZ_CP095651.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	4394	5212	841	22	0.0	1471.0	79189
RefSeq_NZ_CP095651.1	IncFII	Gram-negative	IS26	99.512	820	859	0.955	7580	8397	841	22	0.0	1454.0	79189
RefSeq_NZ_CP095652.1	IncFII	Gram-negative	ISEcp1	99.698	1657	1656	1.001	46111	47764	1656	1	0.0	2952.0	133085
RefSeq_NZ_CP095652.1	IncFII	Gram-negative	IS26	99.759	830	859	0.966	83223	84051	13	842	0.0	1485.0	133085
RefSeq_NZ_CP095652.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	51850	52669	841	22	0.0	1480.0	133085
RefSeq_NZ_CP095652.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	39064	39884	22	842	0.0	1477.0	133085
RefSeq_NZ_CP095652.1	IncFII	Gram-negative	IS26	99.757	824	859	0.959	72795	73617	22	845	0.0	1474.0	133085
RefSeq_NZ_CP095652.1	IncFII	Gram-negative	IS26	99.398	830	859	0.966	71823	72651	22	848	0.0	1465.0	133085
RefSeq_NZ_CP095652.1	IncFII	Gram-negative	IS26	99.392	823	859	0.958	45228	46049	22	841	0.0	1452.0	133085
RefSeq_NZ_CP095654.1	IncFII	Gram-negative	ISEcp1	99.519	1662	1656	1.004	42888	44548	1	1656	0.0	2941.0	142834
RefSeq_NZ_CP095654.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	27495	28318	22	845	0.0	1482.0	142834
RefSeq_NZ_CP095654.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	48110	48930	22	842	0.0	1481.0	142834
RefSeq_NZ_CP095654.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	3452	4272	842	22	0.0	1481.0	142834
RefSeq_NZ_CP095654.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	37989	38808	22	841	0.0	1480.0	142834
RefSeq_NZ_CP095654.1	IncFII	Gram-negative	IS26	99.394	825	859	0.96	21323	22147	22	842	0.0	1465.0	142834
RefSeq_NZ_CP095660.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	26108	26929	22	843	0.0	1483.0	133308
RefSeq_NZ_CP095660.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	8264	9084	22	842	0.0	1481.0	133308
RefSeq_NZ_CP095660.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	37344	38163	22	841	0.0	1480.0	133308
RefSeq_NZ_CP095660.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	17154	17973	841	22	0.0	1480.0	133308
RefSeq_NZ_CP095660.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	3378	4197	841	22	0.0	1480.0	133308
RefSeq_NZ_CP095660.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	40045	40864	841	22	0.0	1475.0	133308
RefSeq_NZ_CP095661.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	123139	124794	1	1656	0.0	2987.0	206012
RefSeq_NZ_CP095661.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	94589	95409	22	842	0.0	1481.0	206012
RefSeq_NZ_CP095661.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	80023	80843	842	22	0.0	1481.0	206012
RefSeq_NZ_CP095661.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	136510	137330	22	842	0.0	1481.0	206012
RefSeq_NZ_CP095661.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	120007	120829	844	22	0.0	1480.0	206012
RefSeq_NZ_CP095661.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	128356	129175	22	841	0.0	1480.0	206012
RefSeq_NZ_CP095661.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	131362	132181	841	22	0.0	1475.0	206012
RefSeq_NZ_CP095661.1	IncFII	Gram-negative	IS26	100.0	736	859	0.857	133222	133957	841	106	0.0	1328.0	206012
RefSeq_NZ_CP095673.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	46783	47604	842	21	0.0	1483.0	158245
RefSeq_NZ_CP095673.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	55585	56407	22	844	0.0	1480.0	158245
RefSeq_NZ_CP095673.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	51118	51938	841	21	0.0	1477.0	158245
RefSeq_NZ_CP095673.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	18479	19298	22	841	0.0	1475.0	158245
RefSeq_NZ_CP095680.1	IncFII	Gram-negative	IS1	99.813	3752	5747	0.653	29342	33093	5747	1997	0.0	6732.0	119162
RefSeq_NZ_CP095680.1	IncFII	Gram-negative	ISEcp1	99.759	1658	1656	1.001	20870	22525	1656	1	0.0	2958.0	119162
RefSeq_NZ_CP095680.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	3538	4358	842	22	0.0	1481.0	119162
RefSeq_NZ_CP095680.1	IncFII	Gram-negative	IS26	99.771	437	859	0.509	27699	28135	458	22	0.0	784.0	119162
RefSeq_NZ_CP095682.1	IncFII	Gram-negative	IS26	100.0	823	859	0.958	64741	65563	843	21	0.0	1485.0	163355
RefSeq_NZ_CP095682.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	74293	75113	22	842	0.0	1481.0	163355
RefSeq_NZ_CP095777.1	IncFII	Gram-negative	IS1	99.812	4800	5747	0.835	329451	334250	5747	950	0.0	8609.0	363560
RefSeq_NZ_CP095777.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	64393	66048	1	1656	0.0	2987.0	363560
RefSeq_NZ_CP095777.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	121645	122466	21	842	0.0	1483.0	363560
RefSeq_NZ_CP095777.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	19199	20022	22	845	0.0	1482.0	363560
RefSeq_NZ_CP095777.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	17955	18774	841	22	0.0	1480.0	363560
RefSeq_NZ_CP095777.1	IncFII	Gram-negative	IS26	99.757	823	859	0.958	264315	265137	844	22	0.0	1476.0	363560
RefSeq_NZ_CP095778.1	IncFII	Gram-negative	IS1	99.733	3752	5747	0.653	19623	23372	1997	5747	0.0	6711.0	112243
RefSeq_NZ_CP095778.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	27717	28536	841	22	0.0	1480.0	112243
RefSeq_NZ_CP095778.1	IncFII	Gram-negative	IS26	100.0	437	859	0.509	24581	25017	22	458	0.0	789.0	112243
RefSeq_NZ_CP095781.1	IncFII	Gram-negative	IS1	99.812	4800	5747	0.835	111609	116408	950	5747	0.0	8609.0	363634
RefSeq_NZ_CP095781.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	61109	62764	1	1656	0.0	2987.0	363634
RefSeq_NZ_CP095781.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	19199	20022	22	845	0.0	1482.0	363634
RefSeq_NZ_CP095781.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	319171	319991	22	842	0.0	1481.0	363634
RefSeq_NZ_CP095781.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	17955	18774	841	22	0.0	1480.0	363634
RefSeq_NZ_CP095781.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	315349	316169	842	22	0.0	1477.0	363634
RefSeq_NZ_CP095781.1	IncFII	Gram-negative	IS26	99.864	736	859	0.857	317395	318130	106	841	0.0	1324.0	363634
RefSeq_NZ_CP095782.1	IncFII	Gram-negative	IS1	99.787	3752	5747	0.653	19623	23374	1997	5747	0.0	6727.0	120290
RefSeq_NZ_CP095782.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	27717	28536	841	22	0.0	1480.0	120290
RefSeq_NZ_CP095782.1	IncFII	Gram-negative	IS26	99.757	823	859	0.958	54248	55070	22	844	0.0	1476.0	120290
RefSeq_NZ_CP095782.1	IncFII	Gram-negative	IS26	100.0	437	859	0.509	24581	25017	22	458	0.0	789.0	120290
RefSeq_NZ_CP095859.1	IncFII	Gram-negative	IS10	99.603	4031	4029	1.0	8399	12426	4029	1	0.0	7189.0	63122
RefSeq_NZ_CP096111.2	IncFII	Gram-negative	IS26	100.0	821	859	0.956	75653	76473	21	841	0.0	1481.0	92396
RefSeq_NZ_CP096111.2	IncFII	Gram-negative	IS26	100.0	821	859	0.956	7611	8431	842	22	0.0	1481.0	92396
RefSeq_NZ_CP096111.2	IncFII	Gram-negative	IS26	100.0	820	859	0.955	78660	79479	841	22	0.0	1480.0	92396
RefSeq_NZ_CP096111.2	IncFII	Gram-negative	IS26	100.0	820	859	0.955	71249	72068	841	22	0.0	1480.0	92396
RefSeq_NZ_CP096111.2	IncFII	Gram-negative	IS26	99.878	820	859	0.955	18439	19258	841	22	0.0	1475.0	92396
RefSeq_NZ_CP096111.2	IncFII	Gram-negative	IS26	99.634	820	859	0.955	3646	4465	22	841	0.0	1466.0	92396
RefSeq_NZ_CP096111.2	IncFII	Gram-negative	IS26	99.634	820	859	0.955	67159	67978	841	22	0.0	1466.0	92396
RefSeq_NZ_CP096111.2	IncFII	Gram-negative	IS26	99.634	820	859	0.955	26857	27676	22	841	0.0	1466.0	92396
RefSeq_NZ_CP096173.1	IncFII	Gram-negative	ISEcp1	99.237	1180	1656	0.713	46444	47617	1179	1	0.0	2072.0	134174
RefSeq_NZ_CP096173.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	64165	64988	845	22	0.0	1482.0	134174
RefSeq_NZ_CP096173.1	IncFII	Gram-negative	IS26	99.758	828	859	0.964	65132	65959	848	22	0.0	1481.0	134174
RefSeq_NZ_CP096173.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	51705	52524	841	22	0.0	1480.0	134174
RefSeq_NZ_CP096173.1	IncFII	Gram-negative	IS26	99.639	831	859	0.967	84309	85138	13	842	0.0	1479.0	134174
RefSeq_NZ_CP096173.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	39064	39884	22	842	0.0	1477.0	134174
RefSeq_NZ_CP096174.1	IncFII	Gram-negative	ISEcp1	99.237	1180	1656	0.713	46444	47617	1179	1	0.0	2072.0	134174
RefSeq_NZ_CP096174.1	IncFII	Gram-negative	IS26	99.879	824	859	0.959	64165	64988	845	22	0.0	1482.0	134174
RefSeq_NZ_CP096174.1	IncFII	Gram-negative	IS26	99.758	828	859	0.964	65132	65959	848	22	0.0	1481.0	134174
RefSeq_NZ_CP096174.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	51705	52524	841	22	0.0	1480.0	134174
RefSeq_NZ_CP096174.1	IncFII	Gram-negative	IS26	99.639	831	859	0.967	84309	85138	13	842	0.0	1479.0	134174
RefSeq_NZ_CP096174.1	IncFII	Gram-negative	IS26	99.878	821	859	0.956	39064	39884	22	842	0.0	1477.0	134174
RefSeq_NZ_CP096232.1	IncFII	Gram-negative	IS1	99.854	4799	5747	0.835	22518	27316	950	5747	0.0	8620.0	114748
RefSeq_NZ_CP096232.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	28523	29342	22	841	0.0	1480.0	114748
RefSeq_NZ_CP096232.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	13240	14059	841	22	0.0	1480.0	114748
RefSeq_NZ_CP096232.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	7946	8765	841	22	0.0	1480.0	114748
RefSeq_NZ_CP096236.1	IncFII	Gram-negative	IS1	99.854	4799	5747	0.835	12876	17674	950	5747	0.0	8620.0	103167
RefSeq_NZ_CP096236.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	18881	19700	22	841	0.0	1480.0	103167
RefSeq_NZ_CP096240.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	25133	25954	21	842	0.0	1483.0	97079
RefSeq_NZ_CP096244.1	IncFII	Gram-negative	IS1	99.854	4799	5747	0.835	12916	17714	950	5747	0.0	8620.0	94000
RefSeq_NZ_CP096244.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	18921	19740	22	841	0.0	1480.0	94000
RefSeq_NZ_CP097192.1	IncFII	Gram-negative	IS26	99.879	825	859	0.96	99286	100109	841	17	0.0	1480.0	192753
RefSeq_NZ_CP097200.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	6770	7590	21	841	0.0	1481.0	73029
RefSeq_NZ_CP097200.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	10358	11176	841	22	0.0	1471.0	73029
RefSeq_NZ_CP097200.1	IncFII	Gram-negative	IS26	99.634	820	859	0.955	14017	14836	841	22	0.0	1466.0	73029
RefSeq_NZ_CP097200.1	IncFII	Gram-negative	IS903	81.508	557	550	1.013	60001	60549	550	1	1.33e-149	527.0	73029
RefSeq_NZ_CP097365.1	IncFII	Gram-negative	IS5	99.682	1258	1258	1.0	22077	23334	1	1258	0.0	2251.0	158302
RefSeq_NZ_CP097365.1	IncFII	Gram-negative	IS30	99.754	1221	1221	1.0	55862	57082	1	1221	0.0	2189.0	158302
RefSeq_NZ_CP097365.1	IncFII	Gram-negative	IS903	91.722	302	550	0.549	107281	107582	302	1	1.71e-120	433.0	158302
RefSeq_NZ_CP097368.1	IncFII	Gram-negative	IS26	100.0	822	859	0.957	52100	52921	842	21	0.0	1483.0	122671
RefSeq_NZ_CP097368.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	60874	61693	22	841	0.0	1480.0	122671
RefSeq_NZ_CP097368.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	58535	59354	841	22	0.0	1480.0	122671
RefSeq_NZ_CP097368.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	41315	42134	841	22	0.0	1480.0	122671
RefSeq_NZ_CP097388.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	8491	9310	841	22	0.0	1480.0	116556
RefSeq_NZ_CP097388.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	1039	1858	22	841	0.0	1475.0	116556
RefSeq_NZ_CP097388.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	16038	16857	841	22	0.0	1475.0	116556
RefSeq_NZ_CP097389.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	21475	22295	22	842	0.0	1481.0	50463
RefSeq_NZ_CP097389.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	49461	50280	841	22	0.0	1480.0	50463
RefSeq_NZ_CP097389.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	9228	10047	22	841	0.0	1480.0	50463
RefSeq_NZ_CP097389.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	30982	31801	22	841	0.0	1480.0	50463
RefSeq_NZ_CP097389.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	18162	18981	841	22	0.0	1480.0	50463
RefSeq_NZ_CP097412.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	139227	140882	1	1656	0.0	2987.0	223898
RefSeq_NZ_CP097412.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	129955	130775	22	842	0.0	1481.0	223898
RefSeq_NZ_CP097412.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	144444	145263	22	841	0.0	1480.0	223898
RefSeq_NZ_CP097412.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	125254	126073	22	841	0.0	1475.0	223898
RefSeq_NZ_CP097412.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	154954	155773	22	841	0.0	1475.0	223898
RefSeq_NZ_CP097412.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	151516	152308	841	49	0.0	1426.0	223898
RefSeq_NZ_CP097416.1	IncFII	Gram-negative	ISEcp1	100.0	1656	1656	1.0	139227	140882	1	1656	0.0	2987.0	223898
RefSeq_NZ_CP097416.1	IncFII	Gram-negative	IS26	100.0	821	859	0.956	129955	130775	22	842	0.0	1481.0	223898
RefSeq_NZ_CP097416.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	144444	145263	22	841	0.0	1480.0	223898
RefSeq_NZ_CP097416.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	125254	126073	22	841	0.0	1475.0	223898
RefSeq_NZ_CP097416.1	IncFII	Gram-negative	IS26	99.878	820	859	0.955	154954	155773	22	841	0.0	1475.0	223898
RefSeq_NZ_CP097416.1	IncFII	Gram-negative	IS26	99.874	793	859	0.923	151516	152308	841	49	0.0	1426.0	223898
RefSeq_NZ_CP097627.1	IncFII	Gram-negative	IS26	99.52	834	859	0.971	130548	131381	848	15	0.0	1487.0	155793
RefSeq_NZ_CP097627.1	IncFII	Gram-negative	IS26	99.879	825	859	0.96	58190	59014	19	843	0.0	1484.0	155793
RefSeq_NZ_CP097627.1	IncFII	Gram-negative	IS26	99.878	823	859	0.958	140176	140998	19	841	0.0	1480.0	155793
RefSeq_NZ_CP097627.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	118194	119013	841	22	0.0	1480.0	155793
RefSeq_NZ_CP097627.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	35663	36482	841	22	0.0	1480.0	155793
RefSeq_NZ_CP097627.1	IncFII	Gram-negative	IS26	100.0	820	859	0.955	119998	120817	22	841	0.0	1480.0	155793
