plasmid_id	inc_type_x	length_bp	pLIN	bin_A	bin_B	bin_C	bin_D	bin_E	bin_F	n_amr_genes	n_vir_genes	n_stress_genes	n_total_hits	amr_genes	vir_genes	stress_genes	amr_classes	amr_subclasses
RefSeq_NZ_MK295831.1	IncFII	133542	1.1.2.4.7.925	1	1	2	4	7	925	11	0	1	12	aac(3)-IIe; aac(6')-Ib-cr5; aadA5; blaCTX-M-15; blaOXA-1; catB3; dfrA17; mph(A); mrx(A); sul1; tet(A)	none	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; MACROLIDE; PHENICOL; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; CEPHALOSPORIN; CHLORAMPHENICOL; GENTAMICIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_MK295833.1	IncFII	128450	1.1.2.4.7.925	1	1	2	4	7	925	11	0	1	12	aac(3)-IIe; aac(6')-Ib-cr5; aadA5; blaCTX-M-15; blaOXA-1; catB3; dfrA17; mph(A); mrx(A); sul1; tet(A)	none	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; MACROLIDE; PHENICOL; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; CEPHALOSPORIN; CHLORAMPHENICOL; GENTAMICIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_MK312242.1	IncFII	119209	1.1.2.4.7.846	1	1	2	4	7	846	4	0	4	8	blaCTX-M-65; blaKPC-2; blaTEM-1; rmtB1	none	merC; merP; merR; merT	AMINOGLYCOSIDE; BETA-LACTAM	AMINOGLYCOSIDE; BETA-LACTAM; CARBAPENEM; CEPHALOSPORIN
RefSeq_NZ_MK312244.1	IncFII	118865	1.1.2.4.7.846	1	1	2	4	7	846	4	0	4	8	blaCTX-M; blaKPC-2; blaTEM-1; rmtB1	none	merC; merP; merR; merT	AMINOGLYCOSIDE; BETA-LACTAM	AMINOGLYCOSIDE; BETA-LACTAM; CARBAPENEM; CEPHALOSPORIN
RefSeq_NZ_MK312245.1	IncFII	119763	1.1.2.4.7.846	1	1	2	4	7	846	7	0	4	11	aph(3')-Ia; blaCTX-M-65; blaKPC-2; blaOXA; blaTEM-1; catA2; rmtB1	none	merC; merP; merR; merT	AMINOGLYCOSIDE; BETA-LACTAM; PHENICOL	AMINOGLYCOSIDE; BETA-LACTAM; CARBAPENEM; CEPHALOSPORIN; CHLORAMPHENICOL; KANAMYCIN
RefSeq_NZ_MK312246.1	IncFII	120581	1.1.2.4.7.846	1	1	2	4	7	846	4	0	4	8	blaCTX-M-65; blaKPC-2; blaTEM-1; rmtB1	none	merC; merP; merR; merT	AMINOGLYCOSIDE; BETA-LACTAM	AMINOGLYCOSIDE; BETA-LACTAM; CARBAPENEM; CEPHALOSPORIN
RefSeq_NZ_MK312247.1	IncFII	118504	1.1.2.4.7.846	1	1	2	4	7	846	3	0	4	7	blaCTX-M-65; blaKPC-2; catB3	none	merC; merP; merR; merT	BETA-LACTAM; PHENICOL	CARBAPENEM; CEPHALOSPORIN; CHLORAMPHENICOL
RefSeq_NZ_MK312248.1	IncFII	120730	1.1.2.4.7.846	1	1	2	4	7	846	5	0	4	9	blaCTX-M-65; blaKPC-2; blaTEM-1; catA2; rmtB1	none	merC; merP; merR; merT	AMINOGLYCOSIDE; BETA-LACTAM; PHENICOL	AMINOGLYCOSIDE; BETA-LACTAM; CARBAPENEM; CEPHALOSPORIN; CHLORAMPHENICOL
RefSeq_NZ_MK347425.1	IncFII	121961	1.1.2.4.7.283	1	1	2	4	7	283	6	0	0	6	aph(3'')-Ib; aph(6)-Id; mcr-8.1; tmexC1; tmexD1; toprJ1	none	none	AMINOGLYCOSIDE; COLISTIN; TETRACYCLINE	COLISTIN; STREPTOMYCIN; TIGECYCLINE
RefSeq_NZ_MK471334.1	IncFII	111155	1.1.2.4.7.2773	1	1	2	4	7	2773	1	0	0	1	blaFRI-3	none	none	BETA-LACTAM	CARBAPENEM
RefSeq_NZ_MK773536.1	IncFII	134473	1.1.2.4.7.283	1	1	2	4	7	283	17	0	1	18	aac(3)-IId; aac(6')-Ib-cr5; aadA16; aph(3'')-Ib; aph(3')-Ia; aph(6)-Id; arr-3; blaCTX-M-3; blaTEM-1; dfrA27; floR; mph(A); mrx(A); qnrS1; sul1; sul2; tet(A)	none	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; MACROLIDE; PHENICOL; QUINOLONE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BETA-LACTAM; CEPHALOSPORIN; CHLORAMPHENICOL/FLORFENICOL; GENTAMICIN; KANAMYCIN; QUINOLONE; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_MK797990.1	IncFII	166767	1.1.2.4.7.10	1	1	2	4	7	10	7	5	5	17	aadA1; aph(3')-Ia; blaOXA-1; blaTEM-1; catA1; sul1; tet(B)	iucA; iucB; iucC; iucD; iutA	merC; merP; merR; merT; qacEdelta1	AMINOGLYCOSIDE; BETA-LACTAM; PHENICOL; SULFONAMIDE; TETRACYCLINE	BETA-LACTAM; CEPHALOSPORIN; CHLORAMPHENICOL; KANAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE
RefSeq_NZ_MK933278.1	IncFII	110786	1.1.2.4.7.989	1	1	2	4	7	989	4	0	0	4	blaNDM-1; ble; rmtC; sul1	none	none	AMINOGLYCOSIDE; BETA-LACTAM; BLEOMYCIN; SULFONAMIDE	AMINOGLYCOSIDE; BLEOMYCIN; CARBAPENEM; SULFONAMIDE
RefSeq_NZ_MN101857.1	IncFII	92533	1.1.2.4.7.846	1	1	2	4	7	846	8	0	0	8	aph(3'')-Ib; aph(6)-Id; blaCTX-M-55; blaTEM; floR; fosA3; sul2; tet(A)	none	none	AMINOGLYCOSIDE; BETA-LACTAM; FOSFOMYCIN; PHENICOL; SULFONAMIDE; TETRACYCLINE	BETA-LACTAM; CEPHALOSPORIN; CHLORAMPHENICOL/FLORFENICOL; FOSFOMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE
RefSeq_NZ_MN101858.1	IncFII	284309	1.1.2.4.7.2779	1	1	2	4	7	2779	14	0	0	14	aadA22; aph(3'')-Ib; aph(6)-Id; blaCTX-M-55; blaTEM; blaTEM-1; floR; fosA3; lnu(G); qnrS1; sul2; tet(A); tet(X4)	none	none	AMINOGLYCOSIDE; BETA-LACTAM; FOSFOMYCIN; LINCOSAMIDE; PHENICOL; QUINOLONE; SULFONAMIDE; TETRACYCLINE	BETA-LACTAM; CEPHALOSPORIN; CHLORAMPHENICOL/FLORFENICOL; FOSFOMYCIN; LINCOSAMIDE; QUINOLONE; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TIGECYCLINE
RefSeq_NZ_MN125607.1	IncFII	58241	1.1.2.4.7.945	1	1	2	4	7	945	0	4	0	4	none	mltE; rcK; spvB; spvD	none	none	none
RefSeq_NZ_MN175388.1	IncFII	86619	1.1.2.4.7.2780	1	1	2	4	7	2780	10	0	2	12	aac(6')-Ib-cr5; arr-3; blaNDM-1; blaOXA-1; ble; catB3; mph(A); mrx(A); sul1	none	qacE; qacEdelta1	AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; BLEOMYCIN; MACROLIDE; PHENICOL; RIFAMYCIN; SULFONAMIDE	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BLEOMYCIN; CARBAPENEM; CEPHALOSPORIN; CHLORAMPHENICOL; RIFAMYCIN; SULFONAMIDE
RefSeq_NZ_MN175502.1	IncFII	196122	1.1.2.4.7.2781	1	1	2	4	7	2781	3	0	19	22	tmexC2; tmexD2; toprJ2	none	arsA; arsB; arsC; arsD; arsR; pcoA; pcoB; pcoC; pcoD; pcoR; pcoS; silA; silB; silC; silE; silF; silP; silR; silS	TETRACYCLINE	TIGECYCLINE
RefSeq_NZ_MN182747.1	IncFII	68581	1.1.2.4.7.2782	1	1	2	4	7	2782	0	0	0	0	none	none	none	none	none
RefSeq_NZ_MN182748.1	IncFII	83551	1.1.2.4.7.1021	1	1	2	4	7	1021	5	0	0	5	blaLAP-2; catA2; qnrS1; sul2; tet(A)	none	none	BETA-LACTAM; PHENICOL; QUINOLONE; SULFONAMIDE; TETRACYCLINE	BETA-LACTAM; CHLORAMPHENICOL; QUINOLONE; SULFONAMIDE; TETRACYCLINE
RefSeq_NZ_MN182750.1	IncFII	265165	1.1.2.4.7.2783	1	1	2	4	7	2783	0	9	5	14	none	iroN; iucA; iucB; iucC; iutA; peg-344; rmpA; rmpC; rmpD	terA; terB; terC; terD; terE	none	none
RefSeq_NZ_MN197360.1	IncFII	130562	1.1.2.4.7.2784	1	1	2	4	7	2784	12	0	1	13	aac(6')-Ib-cr5; aadA5; blaCTX-M-15; blaNDM-5; blaOXA-1; blaTEM-1; ble; catB3; dfrA17; rmtB1; sul1	none	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; BLEOMYCIN; PHENICOL; SULFONAMIDE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AMINOGLYCOSIDE; BETA-LACTAM; BLEOMYCIN; CARBAPENEM; CEPHALOSPORIN; CHLORAMPHENICOL; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
RefSeq_NZ_MN218686.1	IncFII	153866	1.1.2.4.7.2785	1	1	2	4	7	2785	16	0	1	17	aac(6')-Ib-cr5; aadA2; blaNDM-5; blaOXA-1; blaTEM-1; ble; catA1; catB3; dfrA12; dfrA14; erm(B); mph(A); mrx(A); rmtB1; sul1; tet(B)	none	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; BLEOMYCIN; LINCOSAMIDE/MACROLIDE/STREPTOGRAMIN; MACROLIDE; PHENICOL; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AMINOGLYCOSIDE; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BETA-LACTAM; BLEOMYCIN; CARBAPENEM; CEPHALOSPORIN; CHLORAMPHENICOL; CLINDAMYCIN/ERYTHROMYCIN/STREPTOGRAMIN B; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_MN310380.1	IncFII	164851	1.1.2.4.7.23	1	1	2	4	7	23	0	0	22	22	none	none	merA; merD; merE; merR; merT; pcoA; pcoB; pcoC; pcoD; pcoR; pcoS; silA; silB; silC; silE; silF; silP; silR; silS; terB; terC; terD	none	none
RefSeq_NZ_MN328348.1	IncFII	119493	1.1.2.4.7.2788	1	1	2	4	7	2788	6	1	0	7	aph(3'')-Ib; aph(6)-Id; blaTEM-1; sul2; tet(B); tet(M)	traT	none	AMINOGLYCOSIDE; BETA-LACTAM; SULFONAMIDE; TETRACYCLINE	BETA-LACTAM; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE
RefSeq_NZ_MN480461.1	IncFII	175276	1.1.2.4.7.2789	1	1	2	4	7	2789	16	0	6	22	aac(6')-Ib-cr5; aadA16; arr-3; blaCTX-M-3; blaKPC-2; blaSHV-12; blaTEM-1; catA2; dfrA27; fosA3; qnrB6; rmtB1; sul1; tet(A)	none	merC; merP; merR; merT; qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; FOSFOMYCIN; PHENICOL; QUINOLONE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AMINOGLYCOSIDE; BETA-LACTAM; CARBAPENEM; CEFIDEROCOL/CEPHALOSPORIN; CEPHALOSPORIN; CHLORAMPHENICOL; FOSFOMYCIN; QUINOLONE; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_MN543570.1	IncFII	140566	1.1.2.4.7.940	1	1	2	4	7	940	19	0	2	21	aac(3)-IId; aac(6')-Ib-cr5; aadA16; aph(3'')-Ib; aph(3')-Ia; aph(6)-Id; arr-3; blaCTX-M-3; blaTEM-1; dfrA27; floR; mph(A); mrx(A); qnrB91; qnrS1; sul1; sul2; tet(A)	none	qacE; qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; MACROLIDE; PHENICOL; QUINOLONE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BETA-LACTAM; CEPHALOSPORIN; CHLORAMPHENICOL/FLORFENICOL; GENTAMICIN; KANAMYCIN; QUINOLONE; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_MN543573.1	IncFII	216159	1.1.2.4.7.23	1	1	2	4	7	23	14	0	24	38	aac(6')-Ib-cr5; aadA16; aph(3')-Ia; arr-3; blaCTX-M-27; blaDHA-1; dfrA27; floR; mph(A); mrx(A); qnrB4; sul1; tet(D)	none	arsA; arsB; arsC; arsD; arsR; clpK; hsp20; pcoA; pcoB; pcoC; pcoD; pcoE; pcoR; pcoS; qacE; qacEdelta1; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; MACROLIDE; PHENICOL; QUINOLONE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; CEPHALOSPORIN; CHLORAMPHENICOL/FLORFENICOL; KANAMYCIN; QUINOLONE; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_MN543577.1	IncFII	216159	1.1.2.4.7.23	1	1	2	4	7	23	14	0	24	38	aac(6')-Ib-cr5; aadA16; aph(3')-Ia; arr-3; blaCTX-M-27; blaDHA-1; dfrA27; floR; mph(A); mrx(A); qnrB4; sul1; tet(D)	none	arsA; arsB; arsC; arsD; arsR; clpK; hsp20; pcoA; pcoB; pcoC; pcoD; pcoE; pcoR; pcoS; qacE; qacEdelta1; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; MACROLIDE; PHENICOL; QUINOLONE; RIFAMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; CEPHALOSPORIN; CHLORAMPHENICOL/FLORFENICOL; KANAMYCIN; QUINOLONE; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_MN543580.1	IncFII	125936	1.1.2.4.7.940	1	1	2	4	7	940	10	0	1	11	aac(6')-Ib-cr5; aadA16; arr-3; blaCTX-M-3; blaTEM-1; dfrA27; mph(A); mrx(A); qnrS1; sul1	none	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; MACROLIDE; QUINOLONE; RIFAMYCIN; SULFONAMIDE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BETA-LACTAM; CEPHALOSPORIN; QUINOLONE; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
RefSeq_NZ_MN543583.1	IncFII	125936	1.1.2.4.7.940	1	1	2	4	7	940	10	0	1	11	aac(6')-Ib-cr5; aadA16; arr-3; blaCTX-M-3; blaTEM-1; dfrA27; mph(A); mrx(A); qnrS1; sul1	none	qacEdelta1	AMINOGLYCOSIDE; AMINOGLYCOSIDE/QUINOLONE; BETA-LACTAM; MACROLIDE; QUINOLONE; RIFAMYCIN; SULFONAMIDE; TRIMETHOPRIM	AMIKACIN/KANAMYCIN/QUINOLONE/TOBRAMYCIN; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BETA-LACTAM; CEPHALOSPORIN; QUINOLONE; RIFAMYCIN; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
RefSeq_NZ_MN548433.1	IncFII	99419	1.1.2.4.7.2791	1	1	2	4	7	2791	1	0	0	1	blaKPC-2	none	none	BETA-LACTAM	CARBAPENEM
RefSeq_NZ_MN548434.1	IncFII	124023	1.1.2.4.7.989	1	1	2	4	7	989	4	0	0	4	blaNDM-1; ble; rmtC; sul1	none	none	AMINOGLYCOSIDE; BETA-LACTAM; BLEOMYCIN; SULFONAMIDE	AMINOGLYCOSIDE; BLEOMYCIN; CARBAPENEM; SULFONAMIDE
RefSeq_NZ_MN586817.1	IncFII	91326	1.1.2.4.7.940	1	1	2	4	7	940	0	0	0	0	none	none	none	none	none
RefSeq_NZ_MN626601.1	IncFII	91490	1.1.2.4.7.2706	1	1	2	4	7	2706	5	0	2	7	aadA1; blaSHV-1; catA1; sul1; tet(D)	none	merR; qacEdelta1	AMINOGLYCOSIDE; BETA-LACTAM; PHENICOL; SULFONAMIDE; TETRACYCLINE	BETA-LACTAM; CHLORAMPHENICOL; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE
RefSeq_NZ_MN661403.1	IncFII	119810	1.1.2.4.7.2088	1	1	2	4	7	2088	0	0	0	0	none	none	none	none	none
RefSeq_NZ_MN661404.1	IncFII	107000	1.1.2.4.7.2313	1	1	2	4	7	2313	0	0	5	5	none	none	arsA; arsB; arsC; arsD; arsR	none	none
RefSeq_NZ_MN688131.1	IncFII	103199	1.1.2.4.7.1192	1	1	2	4	7	1192	2	0	0	2	blaNDM-1; ble	none	none	BETA-LACTAM; BLEOMYCIN	BLEOMYCIN; CARBAPENEM
RefSeq_NZ_MN702385.1	IncFII	68718	1.1.2.4.7.846	1	1	2	4	7	846	4	0	0	4	blaCTX-M-55; blaTEM; blaTEM-1; rmtB1	none	none	AMINOGLYCOSIDE; BETA-LACTAM	AMINOGLYCOSIDE; BETA-LACTAM; CEPHALOSPORIN
RefSeq_NZ_MN792917.1	IncFII	103063	1.1.2.4.7.1192	1	1	2	4	7	1192	2	0	0	2	blaNDM-1; ble	none	none	BETA-LACTAM; BLEOMYCIN	BLEOMYCIN; CARBAPENEM
RefSeq_NZ_MN822124.1	IncFII	118212	1.1.2.4.7.2002	1	1	2	4	7	2002	6	0	1	7	aadA5; dfrA17; mph(A); mrx(A); sul1; tet(A)	none	qacEdelta1	AMINOGLYCOSIDE; MACROLIDE; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_MN822125.1	IncFII	71354	1.1.2.4.7.1240	1	1	2	4	7	1240	4	0	0	4	blaCTX-M-55; blaTEM; fosA3; rmtB1	none	none	AMINOGLYCOSIDE; BETA-LACTAM; FOSFOMYCIN	AMINOGLYCOSIDE; BETA-LACTAM; CEPHALOSPORIN; FOSFOMYCIN
RefSeq_NZ_MN823985.1	IncFII	108662	1.1.2.4.7.940	1	1	2	4	7	940	1	0	4	5	blaKPC-2	none	merC; merP; merR; merT	BETA-LACTAM	CARBAPENEM
RefSeq_NZ_MN823989.1	IncFII	145222	1.1.2.4.7.10	1	1	2	4	7	10	11	2	1	14	aac(3)-IId; aadA5; aph(3'')-Ib; aph(6)-Id; blaTEM-1; dfrA17; mph(A); mrx(A); sul1; sul2; tet(A)	senB; traT	qacEdelta1	AMINOGLYCOSIDE; BETA-LACTAM; MACROLIDE; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BETA-LACTAM; GENTAMICIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_MN823993.1	IncFII	70438	1.1.2.4.7.1124	1	1	2	4	7	1124	0	0	0	0	none	none	none	none	none
RefSeq_NZ_MN823994.1	IncFII	32925	1.1.2.4.7.2795	1	1	2	4	7	2795	0	0	0	0	none	none	none	none	none
RefSeq_NZ_MN823996.1	IncFII	64782	1.1.2.4.7.2796	1	1	2	4	7	2796	6	0	1	7	aac(3)-IId; aadA2; blaCTX-M-15; blaTEM-1; dfrA12; sul1	none	qacEdelta1	AMINOGLYCOSIDE; BETA-LACTAM; SULFONAMIDE; TRIMETHOPRIM	BETA-LACTAM; CEPHALOSPORIN; GENTAMICIN; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
RefSeq_NZ_MN823997.1	IncFII	194141	1.1.2.4.7.23	1	1	2	4	7	23	6	0	23	29	aph(3'')-Ib; aph(3')-Ia; aph(6)-Id; dfrA7; sul1; sul2	none	arsA; arsB; arsC; arsD; arsR; clpK; hsp20; pcoA; pcoB; pcoC; pcoD; pcoE; pcoR; pcoS; qacEdelta1; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; SULFONAMIDE; TRIMETHOPRIM	KANAMYCIN; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
RefSeq_NZ_MN823998.1	IncFII	173610	1.1.2.4.7.23	1	1	2	4	7	23	4	0	23	27	aac(3)-IId; aadA2; dfrA12; sul1	none	arsA; arsB; arsC; arsD; arsR; clpK; hsp20; pcoA; pcoB; pcoC; pcoD; pcoE; pcoR; pcoS; qacEdelta1; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; SULFONAMIDE; TRIMETHOPRIM	GENTAMICIN; STREPTOMYCIN; SULFONAMIDE; TRIMETHOPRIM
RefSeq_NZ_MN823999.1	IncFII	183189	1.1.2.4.7.23	1	1	2	4	7	23	10	0	24	34	aadA2; blaTEM-1; dfrA12; floR2; mph(A); mrx(A); rmtB1; sul1; tet(A); tet(G)	none	arsA; arsB; arsC; arsD; arsR; clpK; hsp20; pcoA; pcoB; pcoC; pcoD; pcoE; pcoR; pcoS; qacEdelta1; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; BETA-LACTAM; MACROLIDE; PHENICOL; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMINOGLYCOSIDE; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BETA-LACTAM; CHLORAMPHENICOL/FLORFENICOL; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_MN824000.1	IncFII	187052	1.1.2.4.7.23	1	1	2	4	7	23	1	0	22	23	tet(D)	none	arsA; arsB; arsC; arsD; arsR; clpK; hsp20; pcoA; pcoB; pcoC; pcoD; pcoE; pcoR; pcoS; silA; silB; silC; silE; silF; silP; silR; silS	TETRACYCLINE	TETRACYCLINE
RefSeq_NZ_MN824001.1	IncFII	79463	1.1.2.4.7.1435	1	1	2	4	7	1435	11	0	1	12	aac(3)-IId; aadA2; aph(3'')-Ib; aph(6)-Id; bleO; dfrA12; mph(A); mrx(A); sul1; sul2; tet(A)	none	qacEdelta1	AMINOGLYCOSIDE; BLEOMYCIN; MACROLIDE; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BLEOMYCIN; GENTAMICIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_MN824002.1	IncFII	229479	1.1.2.4.7.23	1	1	2	4	7	23	0	4	18	22	none	iucA; iucB; iucC; iutA	arsA; arsB; arsC; arsD; arsR; pcoA; pcoB; pcoC; pcoD; pcoR; pcoS; silA; silB; silC; silE; silP; silR; silS	none	none
RefSeq_NZ_MN832595.1	IncFII	120427	1.1.2.4.7.2797	1	1	2	4	7	2797	6	0	0	6	aph(3'')-Ib; aph(6)-Id; mcr-8.5; tmexC1; tmexD1; toprJ1	none	none	AMINOGLYCOSIDE; COLISTIN; TETRACYCLINE	COLISTIN; STREPTOMYCIN; TIGECYCLINE
RefSeq_NZ_MN842292.1	IncFII	142041	1.1.2.4.7.1326	1	1	2	4	7	1326	7	0	4	11	blaCTX-M-65; blaKPC-2; blaSHV-12; blaTEM-1; catA2; fosA3; rmtB1	none	merC; merP; merR; merT	AMINOGLYCOSIDE; BETA-LACTAM; FOSFOMYCIN; PHENICOL	AMINOGLYCOSIDE; BETA-LACTAM; CARBAPENEM; CEFIDEROCOL/CEPHALOSPORIN; CEPHALOSPORIN; CHLORAMPHENICOL; FOSFOMYCIN
RefSeq_NZ_MN842293.1	IncFII	185726	1.1.2.4.7.23	1	1	2	4	7	23	12	0	25	37	aadA2; blaTEM-1; dfrA12; floR2; mph(A); mrx(A); qnrA1; rmtB1; sul1; tet(A); tet(G)	none	arsA; arsB; arsC; arsD; arsR; clpK; hsp20; pcoA; pcoB; pcoC; pcoD; pcoE; pcoR; pcoS; qacE; qacEdelta1; silA; silB; silC; silE; silF; silP; silR; silS	AMINOGLYCOSIDE; BETA-LACTAM; MACROLIDE; PHENICOL; QUINOLONE; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM	AMINOGLYCOSIDE; AZITHROMYCIN/ERYTHROMYCIN/SPIRAMYCIN/TELITHROMYCIN; BETA-LACTAM; CHLORAMPHENICOL/FLORFENICOL; QUINOLONE; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE; TRIMETHOPRIM
RefSeq_NZ_MN865122.1	IncFII	89602	1.1.2.4.7.1213	1	1	2	4	7	1213	10	0	0	10	aph(3'')-Ib; aph(6)-Id; blaCTX-M-55; blaTEM; floR; fosA3; rmtB1; sul2; tet(A)	none	none	AMINOGLYCOSIDE; BETA-LACTAM; FOSFOMYCIN; PHENICOL; SULFONAMIDE; TETRACYCLINE	AMINOGLYCOSIDE; BETA-LACTAM; CEPHALOSPORIN; CHLORAMPHENICOL/FLORFENICOL; FOSFOMYCIN; STREPTOMYCIN; SULFONAMIDE; TETRACYCLINE
